original,translation,target,label
"New York Brownstones , designed by European Whites .",Những ngôi nhà nâu ở New York mang đậm phong cách của các nhà thiết kế châu Âu.,Ethnic/Racial Minorities,Non HS
But I agree with your answer - also when security is an issue.,"Tớ đồng ý với câu trả lời của bạn, nhất là khi an ninh trở thành vấn đề.",Ethnic/Racial Minorities,Non HS
"It 's usually the `` gangstas '' that use this pose .. and some scene kids , but even scene kids listen to ( c ) rap / hip hop , so ..","Thường là mấy bạn trẻ thích phong cách ""gangsta"" hay tạo dáng theo kiểu này, còn mấy bạn trẻ phong cách ""scene"" thì cũng nghe nhạc rap/hip hop á.",Ethnic/Racial Minorities,Non HS
"Check out the RebelSong downloads , you can hear the newest up and coming White power bands , CradleSong and Patriots Call .","Xin hãy xem qua list nhạc RebelSong, ở đó có các ban nhạc đang nổi CradleSong và Patriots Call nhé!",Ethnic/Racial Minorities,Non HS
I remember the teacher telling everyone that mixed races babies and mixed race peoples are always more healthy that pure bed babies .,Mình nhớ cô giáo từng bảo là các bé lai và người lai luôn khỏe hơn các bé thuần chủng.,Ethnic/Racial Minorities,Non HS
This is your typical Afrikaans music .,Đây là kiểu nhạc đặc trưng của người Nam Phi nè.,Ethnic/Racial Minorities,Non HS
"Im so sick and tired of folks like you using your platform to bully those with differing opinions. Just because their opinions differ doesnt make them hysterical women. And calling @CoryBooker a woman, is disrespectful. Hes a proud Black Man, put respect on that!","Mình mệt mỏi khi thấy mấy người như bạn dùng mạng xã hội để áp đặt ý kiến lên người khác. Ý kiến khác biệt không biến ai thành kẻ phi lý hay như bạn gọi Cory Booker là phụ nữ, điều đó không tôn trọng. Ông ấy là người đàn ông da đen tự hào, hãy tôn trọng điều đó!",Ethnic/Racial Minorities,Non HS
"Dr. Duke , if we are ever able to form a white nation ( God willing we will ) I hope you will become our president .","Tiến sĩ Duke, nếu có ngày chúng ta có thể xây dựng một quốc gia độc lập (cầu mong sẽ được như vậy), hy vọng thầy sẽ là tổng thống của chúng ta.",Ethnic/Racial Minorities,Non HS
You are confusing species and race .,Bạn đang nhầm lẫn giữa loài và chủng tộc rồi đấy.,Ethnic/Racial Minorities,Non HS
"Restrictions on basketball hoops in Wickliffe , Willowick parks curb complaints , but some players are n't happy - Cleveland.com City puts out curfew of 5pm , and puts steering wheel locks on city park Basketball hoops to curb TNB .","Việc hạn chế thời gian chơi bóng rổ ở các công viên Wickliffe, Willowick giúp giảm phàn nàn, nhưng cũng làm một số người chơi không hài lòng khi phải dừng lại sớm.",Ethnic/Racial Minorities,Non HS
I seen two blacks in a whole week .,Cả tuần qua mình chỉ gặp có hai người da đen thôi.,Ethnic/Racial Minorities,Non HS
Give them a taste of their own medicience .,Cho họ nếm mùi của chính chiêu trò họ đã dùng.,Ethnic/Racial Minorities,Non HS
i did a project on hitler for school and i read mein kampf and i got a lot of * * * * from the teachers and black kids but * * * * them im gonna read whut im gonna read wpww,"Tôi đã làm bài thuyết trình về Hitler và đọc ""Mein Kampf"" cho bài tập ở trường, mấy thầy cô và vài đứa bạn trong lớp có vẻ không thích lắm, nhưng kệ họ, tôi đọc cái tôi muốn đọc.",Ethnic/Racial Minorities,Non HS
Why ca n't whites have an English charter school or Latin charter school funded by taxpayers where white culture and literature is promoted .,Tại sao người da trắng không thể có trường công lập với chương trình giảng dạy văn hóa và văn học Anh hoặc La-tinh được tài trợ bởi thuế của người dân?,Ethnic/Racial Minorities,Non HS
"But from what i have seen of the UFC lately , there are many whites dominating their division or challenging in the top positions of just about every weight class , with the exception of the heavyweight division .","Gần đây mình xem UFC thấy rất nhiều võ sĩ da trắng thống trị hoặc đứng ở vị trí top đầu trong hầu hết các hạng cân, trừ hạng cân nặng.",Ethnic/Racial Minorities,Non HS
How can anyone teach or discuss past events leaving out a race people responsible for the majority of strife amongst Europeans .,Làm sao mà ai có thể dạy hoặc thảo luận về những sự kiện trong quá khứ mà lại không nhắc đến những nhóm người từng đóng vai trò quan trọng trong lịch sử châu Âu.,Ethnic/Racial Minorities,Non HS
"Which proves that they are a different people , and by any chance not Slavic .","Điều này chứng tỏ họ là một dân tộc khác, hoàn toàn không phải là người Slav.",Ethnic/Racial Minorities,Non HS
My advice is go bulk up at a gym and take up a martial art so you do n't feel as intimidated by blacks as you currently do .,"Lời khuyên của mình là hãy chăm chỉ tập gym và học một môn võ nào đó cho bạn thêm tự tin, đừng để lo lắng ảnh hưởng đến quyết định của bạn nhé.",Ethnic/Racial Minorities,Non HS
Beuthen - Großstadt im oberschlesischen Kohlenrevier - YouTube,Beuthen - Thành phố lớn trong vùng mỏ than Thượng Silesia - YouTube,Ethnic/Racial Minorities,Non HS
Letters to David Irving 's Website,Các lá thư gửi đến trang web của David Irving.,Ethnic/Racial Minorities,Non HS
Any race of people who has been around for a few thousand years and still managed to stay Asian without being called racists must be doing something right .,Dân tộc nào tồn tại hàng ngàn năm mà vẫn luôn giữ được văn hóa Á Đông đặc trưng thì chắc chắn có điều gì đặc biệt.,Ethnic/Racial Minorities,Non HS
"Welcome to Stormfront Ireland Ive seen the numbers at the bottom of a lot of posts , its just some kind of moderators code .","Chào mừng bạn đến với Stormfront Ireland! Mình để ý thấy có mấy con số ở cuối nhiều bài đăng, chắc đó là mã của mấy anh chị điều hành thôi.",Ethnic/Racial Minorities,Non HS
"Though i am from younger generations , these are my father words .","Dù là thế hệ trẻ, nhưng đây là những lời ba tôi dạy tôi.",Ethnic/Racial Minorities,Non HS
The white nationalist front has never been proven to exist outside of the chairman there waste of your time until it is proved to exist,"Cái nhóm gọi là ""mặt trận da trắng"" chẳng ai chứng minh là có thật ngoài lời nói của ông chủ tịch đó, nên đừng phí thời gian với chuyện này khi chưa có bằng chứng rõ ràng.",Ethnic/Racial Minorities,Non HS
"Celts are tall or short blond , brunette , black headed or red headed light , medium color or suntanned light or dark colored eyes. freckled or non-freckled .","Người Celt có thể cao hoặc thấp, tóc vàng, nâu, đen hoặc đỏ, da trắng, trung tính hoặc rám nắng, có mắt sáng hay tối màu, và có thể có hoặc không có tàn nhang.",Ethnic/Racial Minorities,Non HS
So Toronto Police are investigating a `` racist '' `` alt-right '' poster found on a telephone poll near a school .,"Cảnh sát Toronto đang điều tra một tấm áp phích ""cực hữu"" có nội dung phân biệt chủng tộc được tìm thấy trên cột điện gần trường học.",Ethnic/Racial Minorities,Non HS
"Where it not for the hippies great lie of equality , racial pride of any sort would have never come into being .","Nếu không có sự lan truyền lầm tưởng về bình đẳng của phong trào hippie, niềm tự hào dân tộc đã không phát triển như hôm nay.",Ethnic/Racial Minorities,Non HS
Why do they even have those diversity statistics ?,Tại sao người ta lại cần mấy con số thống kê đa dạng đó nhỉ?,Ethnic/Racial Minorities,Non HS
This is the exact same thing I think about every non White group .,Đây cũng là suy nghĩ của mình về mọi nhóm người khác nhau trên thế giới.,Ethnic/Racial Minorities,Non HS
"Instead of hearing rap music and looking at bling , The song dogs ( coyotes ) will serenade you ... This is the kind of stuff I love to talk about .","Thay vì nghe nhạc rap và nhìn trang sức lấp lánh, bạn sẽ được lũ chó sói tru ca hát cho nghe... Đây là kiểu chuyện mà tôi cực kỳ thích chia sẻ.",Ethnic/Racial Minorities,Non HS
Hit first and hit hard .,Hãy hành động quyết liệt ngay từ đầu.,Ethnic/Racial Minorities,Non HS
"My aunt teaches at an all black inner city school in Kent , OH .","Dì mình đang dạy tại một trường nội thành toàn học sinh da đen ở Kent, Ohio.",Ethnic/Racial Minorities,Non HS
The easiest solution is to find a nice white girl and have at least two or more white children .,Giải pháp đơn giản nhất là tìm một cô gái đáng yêu và có ít nhất hai đứa con dễ thương.,Ethnic/Racial Minorities,Non HS
"Alex Jones is not Pro White , he is trying to take anti-White and subvert it back into `` anti-racism '' and forced racial integration .","Alex Jones không phải là người ủng hộ chủ nghĩa da trắng, ông ấy đang cố gắng biến đối kháng với người da trắng thành ""chống phân biệt chủng tộc"" và thúc đẩy sự hòa nhập giữa các chủng tộc.",Ethnic/Racial Minorities,Non HS
There have been court cases for asylum by white South Africans in Canada that the South African government has spent millions fighting ... though they have not spent a cent on the 300 asylum applications by blacks in the US ...,"Chính phủ Nam Phi đã chi hàng triệu để chống lại các vụ kiện xin tị nạn của người da trắng ở Canada, nhưng lại không tiêu một xu để giải quyết hơn 300 đơn xin tị nạn của người da đen tại Mỹ.",Ethnic/Racial Minorities,Non HS
"Last I checked though , there are more Europeans being raped by non Europeans in Europe than there have been in Canada","Theo những gì mình biết gần đây, số vụ người châu Âu bị tấn công tình dục ở châu Âu nhiều hơn hẳn so với ở Canada.",Ethnic/Racial Minorities,Non HS
"By the way , im against slavery .","Nhân tiện, mình thực sự không ủng hộ chế độ nô lệ đâu nhé.",Ethnic/Racial Minorities,Non HS
It 's not like cops are running around framing black people for crimes all day .,Không phải lúc nào công an cũng đi quanh quẩn đổ oan cho người da đen suốt ngày đâu.,Ethnic/Racial Minorities,Non HS
"I applaud them for their nationalism , they are proud of their race , and they have their territories which they have built communities on .","Mình ngưỡng mộ tinh thần dân tộc của họ, họ tự hào về nguồn gốc của mình và đã xây dựng những cộng đồng trên chính lãnh thổ của họ.",Ethnic/Racial Minorities,Non HS
If White celebrities had lots of children that 'd set the dangerous example that Whites should n't stop at 1 - 2 .,"Nếu những người nổi tiếng da trắng có nhiều con, có thể họ đang tạo ra xu hướng mới khiến nhiều người cũng muốn có gia đình đông con như thế.",Ethnic/Racial Minorities,Non HS
Pride of race or government .,Niềm tự hào về dân tộc hay chính quyền.,Ethnic/Racial Minorities,Non HS
same they are rotten ;),"Chuẩn luôn, tụi nó đúng là chẳng ra gì ;)",Ethnic/Racial Minorities,Non HS
"Interesting, I will pass this information on to my professor who always talks about the poor poor Africans , walking miles to drink dirty water","Nghe thú vị nhỉ, tôi sẽ kể với giáo sư của tôi, người luôn nhắc về cảnh ngộ của người dân châu Phi phải đi bộ hàng dặm để có nước uống sạch.",Ethnic/Racial Minorities,Non HS
I guess I was lucky because all my friends were white and see the same problems I do .,Chắc mình may mắn vì tất cả bạn bè đều hiểu được vấn đề giống mình.,Ethnic/Racial Minorities,Non HS
If you do n't mind a silent film The Birth of a Nation is a must see .,"Nếu bạn thích phim câm, thì ""The Birth of a Nation"" chắc chắn là một tác phẩm không thể bỏ qua đấy!",Ethnic/Racial Minorities,Non HS
Subway in Western Europe vs Subway in Poland via @YouTube #defendeurope #stoptheinvasion #WhiteGenocide #openborders #multicultural #diversity #diversityisourstrength,"Tàu điện ngầm ở Tây Âu khác gì với ở Ba Lan, cùng xem video trên @YouTube nhé! #đaDạng #mởCửaBiênGiới #củaCảiCộngĐồng",Ethnic/Racial Minorities,Non HS
"The Israelis knocked down 150 sites hosted by 1st Amendment , 75 of which were pro-white , including mine .","Người Israel đã chặn 150 trang web được lưu trữ bởi Tu chính án thứ nhất, trong đó có 75 trang thuộc nhóm ủng hộ quyền lợi người da trắng, bao gồm cả trang của tôi.",Ethnic/Racial Minorities,Non HS
thats 6 percent too many.,6% vậy cũng hơi dư rồi đó.,Ethnic/Racial Minorities,Non HS
"Did you know that chef Jamie Oliver , the Essex boy is part black ?",Bạn có biết đầu bếp Jamie Oliver - chàng trai đến từ Essex lại có một phần gốc gác là người da đen không?,Ethnic/Racial Minorities,Non HS
http://www.stltoday.com/stltoday/new ... A ? OpenDocument,Có đường link nào hoàn chỉnh không vậy bạn? Mình không truy cập được link này rồi.,Ethnic/Racial Minorities,Non HS
Just for the record is this the same Journalist that wrote the article a few weeks ago telling us to mongrelise ?,"Chỉ là để lưu lại thông tin, đây có phải nhà báo đã viết bài cách đây vài tuần khuyên mọi người nên hòa nhập không?",Ethnic/Racial Minorities,Non HS
"They are of Mediterranean type , it 's normal because of the temperature to have darker pigmentation , than fellow whites from western and northern Europe .","Họ có nét Địa Trung Hải, nên da thường sẫm màu hơn so với người da trắng ở Tây và Bắc Âu vì khí hậu ở đó.",Ethnic/Racial Minorities,Non HS
I wonder if many blacks or Asians have died in a similar circumstances .,Mình tự hỏi không biết có nhiều người da màu hay người châu Á từng gặp phải hoàn cảnh tương tự không nhỉ.,Ethnic/Racial Minorities,Non HS
That is where we people differ ..,Chỗ đó là chỗ mà tụi mình hay khác nhau đấy.,Ethnic/Racial Minorities,Non HS
So... are you telling me that your proof of your 10 % black London population claim is based on the possible artistic license of painters of London sceneries ?,"Vậy là, bạn đang bảo tôi rằng bằng chứng cho tuyên bố 10% dân số da đen ở London của bạn dựa trên khả năng sáng tạo nghệ thuật của những họa sĩ vẽ tranh phong cảnh London à?",Ethnic/Racial Minorities,Non HS
Homepage < < Go and check out what your homies are up too .,Xem qua mấy anh em đang làm gì nhé.,Ethnic/Racial Minorities,Non HS
Just to show all Whites should have one common goal .,Chỉ đơn giản là để thấy tất cả người da trắng nên có một mục tiêu chung thôi.,Ethnic/Racial Minorities,Non HS
Wake up White People !,Tỉnh dậy thôi mọi người ơi!,Ethnic/Racial Minorities,Non HS
Please share our one-man comedic web series Mr. Shan! Available on @PrimeVideo!  Mr. Shan is the story of a young Chinese immigrant in Hollywood on his journey to become the greatest actor of all time. #mrSHAN #PrimeVideo #Comedy @WhatsTrending   Watch: https://t.co/MZXQrVouzG https://t.co/KpOAOnMe9M,"Hãy chia sẻ series hài một mình diễn ""Mr. Shan"" của chúng tôi nhé, hiện đã có trên @PrimeVideo! ""Mr. Shan"" kể về một chàng trai trẻ người Trung Quốc nhập cư đến Hollywood với ước mơ trở thành diễn viên vĩ đại nhất mọi thời đại. #mrSHAN #PrimeVideo #HaiHuoc @WhatsTrending Xem ngay: https://t.co/MZXQrVouzG https://t.co/KpOAOnMe9M",Ethnic/Racial Minorities,Non HS
Judge by color or I am so not `` hip '' ?,"Đánh giá theo màu sắc hả? Thế chắc mình không đủ ""chất"" rồi!",Ethnic/Racial Minorities,Non HS
@ChadButlerJr You a lie and your barber a hoe too nigga your line up looking like a serrated knife,"@ChadButlerJr Haha, bạn và thợ cắt tóc của bạn chắc vui nhộn lắm, vân tóc của bạn trông lượn sóng như con dao răng cưa luôn đó!",Ethnic/Racial Minorities,Non HS
Jup i grew up in St.Petersburg and only saw blacks on tv .,"Hồi nhỏ mình sống ở Saint Petersburg, chỉ thấy người da đen trên truyền hình thôi.",Ethnic/Racial Minorities,Non HS
"I think character and social behavior are the most important , and having blond hair and blue eyes are not going to gaurantee these qualities .","Theo mình, tính cách và cách cư xử mới là quan trọng nhất, không phải cứ tóc vàng mắt xanh là bảo đảm được những phẩm chất này đâu.",Ethnic/Racial Minorities,Non HS
The savagery https://t.co/OMpWNvbUoA,Sự kinh ngạc này https://t.co/OMpWNvbUoA,Ethnic/Racial Minorities,Non HS
"Also all the East European countries ( Chezch Republic , Poland , Slovakia , Finland etc ) are 99,99 % white .","Hầu hết các nước Đông Âu như Séc, Ba Lan, Slovakia, Phần Lan, v.v., đều có dân số chủ yếu là người da trắng.",Ethnic/Racial Minorities,Non HS
That s how I and my friends were for awhile we have the same beliefs but knew nothing of the WN movement or WN until one day I was searching the web and came across a white nationalist site and there was a link to stormfront on it and from there I told my friends about it and now we will try and spread the word !,"Trước đây nhóm bạn mình có chung niềm tin, chẳng biết gì về phong trào hay ý tưởng nào, cho đến khi tình cờ lướt web thấy một trang với nhiều thông tin mới mẻ, từ đó mình chia sẻ với mọi người và giờ tụi mình cùng truyền tải điều đó!",Ethnic/Racial Minorities,Non HS
"You will find many true White Nationalists indeed have tattoos so your statement they are stupid and retarded is all your own , you wont make many friend here with that attitude .","Câu bạn nói về hình xăm của người khác là suy nghĩ cá nhân thôi, giữ thái độ như vậy thì khó kết bạn đấy.",Ethnic/Racial Minorities,Non HS
So the new rules are Free Speech is for Blacks and Browns only ...,Luật lệ mới đúng là dành riêng cho người da đen và người da nâu thôi nhỉ...,Ethnic/Racial Minorities,Non HS
@MonteleoneUSA1 @igguldypigguldy And low IQ comes from what? 😎 keep researching tho! It’s good for you. #WhiteGenocide,"Xin bạn cứ tiếp tục nghiên cứu, điều này rất tốt cho bản thân! 😎",Ethnic/Racial Minorities,Non HS
Nothing was in jepordy this year and furguson cause black friday gun sales to be beyond a democrat getting elected .,Năm nay không có gì nguy hiểm và chuyện ở Ferguson khiến doanh số súng vào Black Friday còn vượt xa cả việc bầu một ứng viên đảng Dân chủ.,Ethnic/Racial Minorities,Non HS
Just for the record I have never bought a rap record or voted for any black politician .,Xin lưu ý là tôi chưa từng mua đĩa rap hay bỏ phiếu cho bất kỳ chính trị gia nào khác.,Ethnic/Racial Minorities,Non HS
Lots of whites recover from a case of jungle fever to find that they 've done irreparable damage to their lives .,"Nhiều người sau khi trải qua một giai đoạn bị cuốn hút mạnh mẽ bởi sự khác biệt văn hóa, nhận ra rằng điều đó có thể gây ra những biến đổi không thể đảo ngược trong cuộc sống của họ.",Ethnic/Racial Minorities,Non HS
When Starbucks had that race talk crap a few months back .,"Khi Starbucks nói về vấn đề chủng tộc mấy tháng trước, cũng khá là rầm rộ nhỉ.",Ethnic/Racial Minorities,Non HS
Just want to say thank you to @kobebryant and @Duke_MLAX for their great work in the past #inspiration,Muốn gửi lời cảm ơn chân thành đến @kobebryant và @Duke_MLAX vì những cống hiến tuyệt vời trong quá khứ #nguoncamhung,Ethnic/Racial Minorities,Non HS
My God look who just finished his Taco for lunch !,"Trời đất, nhìn kìa, ai vừa ăn xong một phần bánh taco cho bữa trưa thế này!",Ethnic/Racial Minorities,Non HS
Apparently white people are the last to go out of their race for dating anyways !,Người phương Tây thường là người cuối cùng nghĩ đến việc hẹn hò với người ngoài cộng đồng của họ mà!,Ethnic/Racial Minorities,Non HS
Looks like asians have more balls than us gutless white people .,"Có vẻ như người châu Á gan dạ hơn chúng ta, những người da trắng thiếu dũng khí.",Ethnic/Racial Minorities,Non HS
"There are hundreds of skins out here , esp. in your area .","Có cả trăm vỏ bọc ngoài kia, đặc biệt là ở khu vực của bạn đó.",Ethnic/Racial Minorities,Non HS
Where do you see a hook nose ?,"Bạn thấy mũi cao, thon gọn ở đâu thế?",Ethnic/Racial Minorities,Non HS
"If a white person wants to do well at any kind of academic subject , languages , art etc etc. then simply fill your essays with racial integration , feminism and the love of other cultures and the like and you 'll be fine !","Nếu bạn muốn làm tốt trong các môn học như ngôn ngữ, nghệ thuật, hãy viết bài luận của mình với những chủ đề như hòa nhập dân tộc, nữ quyền và tình yêu với các nền văn hóa khác, chắc chắn sẽ ghi điểm cao đấy!",Ethnic/Racial Minorities,Non HS
"I just want to see all the styles of clothes , how they wear them , etc .",Mình chỉ muốn xem mấy kiểu đồ khác nhau mọi người thường mặc như thế nào thôi.,Ethnic/Racial Minorities,Non HS
well if u actually read the Quran it actually states that christians muslims and Jews originate from the same book and beliefs but they diverged in time.,"Nếu bạn chịu khó đọc kỹ Kinh Quran, thì sẽ thấy rằng Kitô hữu, người Hồi giáo và người Do Thái xuất phát từ cùng một nguồn gốc và niềm tin, nhưng qua thời gian đã chia thành những con đường riêng.",Religious Groups,Non HS
"@Smiddleton8M @UKIP @PrisonPlanet @GerardBattenMEP If it's Americans getting shot, why do you even care? Women around the world suffer at the hands of islamic savages.. beatings, acid attacks, rape, murder.. but those guns are so scary to you, aren't they","Cớ gì phải quan tâm khi người Mỹ bị bắn chứ? Phụ nữ trên khắp thế giới chịu đựng đau khổ dưới bàn tay của những tên cực đoan... đánh đập, tấn công bằng axit, hãm hiếp, giết người... nhưng chắc mấy bạn chỉ sợ súng thôi nhỉ?",Religious Groups,Non HS
But I will tell you something which no other Prophet has told his people.,Nhưng để mình nói cho bạn nghe một điều mà chưa có vị tiên tri nào khác từng nói với dân mình nhé.,Religious Groups,Non HS
so they even IDOLIZE a convicted Pedophile and Murderer -- convicted in a public trial -- and established an organization to shield pedophiles and child killers from further scrutiny of American law,Họ thậm chí tôn thờ một người đã bị kết án lạm dụng trẻ em và giết người - bị kết án trong một phiên tòa công khai - và thành lập một tổ chức để bảo vệ những người xâm hại trẻ em khỏi sự giám sát thêm của pháp luật Mỹ.,Religious Groups,Non HS
Islam radical religion has different values than all other non-islamic people.,"Hồi giáo có những giá trị độc đáo, khác biệt so với các tôn giáo khác.",Religious Groups,Non HS
Sariah Law Doesnt mean beheading people u cunt.,"Luật Shariah không có nghĩa là chặt đầu người khác, bạn ơi.",Religious Groups,Non HS
Who do they actually think they are banning a celtic cross !!!,Họ nghĩ mình là ai mà dám cấm cờ thánh giá Celtic chứ!!!,Religious Groups,Non HS
I've met many happy Christian families who have like 6-10 children.,Mình từng gặp nhiều gia đình Công giáo rất hạnh phúc và họ có khoảng 6 đến 10 đứa con.,Religious Groups,Non HS
BROTHER it's within the Sharia law.,"Anh ơi, cái này nằm trong luật Sharia mà.",Religious Groups,Non HS
(Warning: do not watch on a full stomach ) I 'm Jewish And You Know It - Official Parody to Sexy and I know it - YouTube,"(Cẩn thận: xem khi không vừa ăn no nhé) Tôi Là Người Do Thái, Bạn Biết Rồi Đó - Phiên bản Parody chính thức của Sexy and I Know It - YouTube",Religious Groups,Non HS
The muslims have ultra strict racialist private schools the world over ; why do n't whites ?,Người Hồi giáo có nhiều trường tư với quy định rất nghiêm khắp thế giới; ở châu Âu có trường nào tương tự không nhỉ?,Religious Groups,Non HS
If only we had more friends that we could count on through thick and thin like balije .,Ước gì mình có thêm những người bạn mà có thể dựa vào lúc khó khăn như balije vậy.,Religious Groups,Non HS
Hope fully `` Next year in Jerusalem '' as they say .,Hy vọng năm sau có mặt ở Jerusalem như mọi người vẫn thường nói.,Religious Groups,Non HS
That is persecution .,Đó là một sự bất công.,Religious Groups,Non HS
"Sources for Homeschooling Curriculum One of the biggest challenges for the homeschooling parent is finding good sources for educational materials and finding curriculum that is new , fresh and inexpensive .","Một trong những thách thức lớn nhất cho phụ huynh dạy con tại nhà là tìm kiếm tài liệu học tốt, độc đáo mà vẫn đảm bảo giá cả phải chăng.",Religious Groups,Non HS
"And of His knowledge, they can not grasp what He wills.",Chúng ta không thể hiểu hết được ý nguyện của Ngài trong sự thông tuệ vô biên ấy.,Religious Groups,Non HS
The PLE 's will be our sayanim .,PLE sẽ trở thành đồng minh của chúng ta.,Religious Groups,Non HS
"Yeah you can count on it , there will be lot of people on the streets that day protesting against this jew government what we have here .","Bạn yên tâm, hôm đó sẽ có rất nhiều người xuống đường để phản đối chính phủ này.",Religious Groups,Non HS
"Also, I have suspicions that you mix between the Old and the New Testaments.",Có vẻ như bạn đang bị lẫn lộn giữa Cựu Ước và Tân Ước đó.,Religious Groups,Non HS
"First of all the old testament is not fully valid these days since the masiah didn't arrive,so it means no valid punishments if it is going to be valid start talking, if what you clame is true it means you admit the quran is a copy of the old testament since you compare them both","Câu chuyện là thời nay kinh cựu ước không còn đúng hoàn toàn, vì đấng cứu thế chưa đến, thế nên không có hình phạt nào là hợp lệ, mà nếu có hợp lệ hãy bắt đầu nói chuyện, nếu điều bạn nói là đúng thì bạn thừa nhận là kinh Quran là bản sao của kinh cựu ước vì bạn so sánh cả hai.",Religious Groups,Non HS
"You do n't need to understand , he did n't say anything important , every second word is Jesus Christ or something about Orthodox Christianity .","Bạn không cần phải hiểu đâu, anh ta chỉ nhắc đến Chúa Giê-su hoặc Kitô giáo Chính thống liên tục thôi mà.",Religious Groups,Non HS
Holocaust Handbooks - Educate Yourself - YouTube Holocaust Handbooks is the world 's premiere Revisionist book series .,"Holocaust Handbooks là một bộ sách nổi tiếng trên thế giới về chủ đề tái đánh giá lịch sử, mang đến cơ hội tự học trên YouTube.",Religious Groups,Non HS
Their cheerleaders went to court for their First Amendment rights in putting Bible verses on their football game banners & won .,Cổ động viên của họ đã kiện ra tòa để bảo vệ quyền tự do ngôn luận khi viết các câu Kinh Thánh trên biểu ngữ tại trận bóng và đã chiến thắng.,Religious Groups,Non HS
Lofalta this dajjal has one eye.,Lofalta này chỉ có một mắt thật luôn!,Religious Groups,Non HS
"It is a silly video , but it highlights the nonsensical world in which Jesus lived and the world Jesus was instrumental in changing .",Video hơi hài hước nhưng cũng cho thấy thế giới vô lý mà Chúa Giêsu đã sống và thay đổi.,Religious Groups,Non HS
"If you 're a Christian anyway , use Christian Identity as your excuse .","Nếu bạn đã là một người theo đạo Thiên Chúa, thì cứ lấy niềm tin Thiên Chúa của mình làm lý do mà thôi.",Religious Groups,Non HS
God is great.,Chúa tuyệt vời lắm!,Religious Groups,Non HS
Now we have `` judeo-christian '' faux mega-churches that play `` christian rock '' .,"Giờ đây chúng ta có các ""nhà thờ giả"" kiểu Do Thái - Cơ Đốc quá khổ chơi nhạc ""rock Cơ Đốc"".",Religious Groups,Non HS
"What ever he provoked the American, Islam will never die in this world but will keep growing due to Allah is the truth GOD and most powerfull than a human being.",Dù anh ta có khiến người Mỹ khó chịu đến đâu thì đạo Hồi vẫn sẽ không bao giờ chấm dứt mà còn tiếp tục phát triển vì Allah là sự thật và mạnh mẽ hơn con người rất nhiều.,Religious Groups,Non HS
"Last time we checked, it wasn't mormons that flew jetliners into the Twin Towers, or Baptists sawing the heads off of their hostages while they choked on their own blood, or dragging the mutilated bodies of contractors through the streets while the radicals burned their bodies then hung them from a bridge.","Lần cuối chúng tôi kiểm tra, không phải là mormons hay baptists là người gây ra mấy việc kinh hoàng đó đâu.",Religious Groups,Non HS
The reason for this persecution ?,Tại sao lại có sự đối xử không công bằng này nhỉ?,Religious Groups,Non HS
-Sending their kids to jewish summer camps .,-Cho con đi trại hè để học những điều hay ho và thú vị.,Religious Groups,Non HS
I wonder if one of these guys is a Jew .,Mình thắc mắc không biết có ai trong số họ là người Do Thái không nhỉ.,Religious Groups,Non HS
UK’s tiny number of Syrian Christian refugees sparks backlash against UN https://t.co/wLPR2TwOhD https://t.co/KBnTK3Gf88,Số lượng người tị nạn Syria theo đạo Thiên Chúa ở Anh quá ít gây ra nhiều ý kiến phản đối với Liên Hợp Quốc.,Religious Groups,Non HS
"hiyer I jesh drunk holy communionion an y'knooo th' moreoo cidereoo I drinkies, thee lesh i' masshersh!","Mới làm ngụm rượu lễ, uống thêm ít cidre thấy đời nhẹ tênh luôn!",Religious Groups,Non HS
"Will do so on Monday , David Irving is a political prisoner in a Europe where you can deny the existence of Jesus Christ but go to jail for denying the existence of gas chambers .","Điều này sẽ thực hiện vào thứ Hai, nơi David Irving là một trường hợp nhạy cảm về chính trị ở châu Âu, nơi có thể nghi ngờ sự tồn tại của Chúa Giê-su nhưng lại có thể bị phạt tù nếu phủ nhận các hành vi lịch sử nhạy cảm.",Religious Groups,Non HS
Don't you know the Jews see a picture like this and laugh their asses off while patting each other on the back .,"When lưu ý bức ảnh này, người Do Thái thường sẽ cười vui sướng và bắt tay nhau như một dấu hiệu của sự thành công.",Religious Groups,Non HS
`` Gott Mit Uns '',"""Chúa ở cùng chúng tôi""",Religious Groups,Non HS
"I agree to Cristina if she's mentioning so many times the hypocrites of the religious think they will bring peace to Earth, but peace would never be brought.","Mình đồng ý với Cristina nếu chị ấy nói nhiều về việc mấy người giả tạo trong tôn giáo cho rằng họ sẽ mang lại hòa bình cho thế giới, nhưng thực sự chẳng bao giờ hòa bình đến.",Religious Groups,Non HS
"Oh no, i don't hate religion because i don't believe in god.","Không, mình không ghét tôn giáo chỉ vì mình không tin vào Chúa đâu.",Religious Groups,Non HS
"Educating the Lemmings in reguard to the Isreali agenda , which is fighting a war for the Jew 's benifit not America 's .","Teaching people about the complexities of global politics is crucial, encouraging everyone to view issues from multiple perspectives.",Religious Groups,Non HS
