original,translation,target,label
American #FamiliesBelongTogether but the #Democrat Socialist Party Keeps allowing Illegals to Kill them  #FamiliesBelongTogetherMarch  #AmericansFirst Not Illegals Breaking #Inmigration laws https://t.co/SAJBNCEijH,Người Mỹ xứng đáng được sống yên bình nhưng Đảng Dân Chủ Xã Hội lại cứ để cho bọn nhập cư lậu vào đây giết hại họ.,Immigrants and Refugees,Explicit HS
Is the Judge On Crack? he Said said Govt needs to prove it considered the benefits of having illegal Aliens here and working!  Illegal Immigration cost $135 B a  year while Illegals  pay  $!8 B in taxes ! Illegals are No Benefit to the U. S #Trump #MAGA  https://t.co/9EeRvU5h7x,Thẩm phán chắc đang phê ma túy rồi! Hắn nói chính phủ cần chứng minh lợi ích của việc đám dân nhập cư trái phép ở đây và làm việc! Nhập cư trái phép tiêu tốn $135 tỷ mỗi năm trong khi bọn nhập cư chỉ đóng $18 tỷ tiền thuế! Tụi nhập cư chẳng có lợi ích gì cho Mỹ cả! #Trump #MAGA,Immigrants and Refugees,Explicit HS
The openness to migrants show someone don't care about our people. We must help them reasoning!,Cởi mở với bọn nhập cư chỉ cho thấy mày không quan tâm đến người nhà tao. Tụi tao phải dạy cho mày biết điều!,Immigrants and Refugees,Explicit HS
We can't keep refugees coming in our country.,Tụi tao không thể để bọn dân tị nạn cứ tràn vào đất nước của tụi tao.,Immigrants and Refugees,Explicit HS
"UK deports ""refugee"" children back to where they came from when they turn 18 - Free Speech Time - https://t.co/4DN5UmMr1d @ISupport_Israel","Nước Anh trục xuất đám ""trẻ tị nạn"" về cái xó ổ của chúng nó khi đủ 18 tuổi - Cùng nhau tận dụng quyền tự do ngôn luận nào!",Immigrants and Refugees,Explicit HS
"@JeffPhillippo @4Freedom4ever @realDonaldTrump @FoxNews @foxandfriends @OANN #VOTE #GOP IN #DELAWARE @SenChrisCOONS @realDonaldTrump @foxandfriends #RESEARCH #Delaware #COONS #Carney #illegals #gangs,#wilmington #delaware #1 #CrimeTown look at fact #noSanctuary #nodaca #dems #drive #DELAWARE #BANKRUPT!#GANGS #DRUGS @theblaze @OANN TELL THE #TRUTH",Người nhập cư lậu và bọn tội phạm băng đảng đang phá nát tiểu bang Delaware – mở mắt ra mà nhìn đi!,Immigrants and Refugees,Explicit HS
"Took this in Wanstead, east London. An area with £1m+ houses. Beggars on the high st & someone sleeping on a bench. We cannot house our own people but bring in millions more. To point out that homelessness is due to uncontrolled immigration is to be smeared as 'racist. (Caption to a photo of a homeless person sleeping on a part bench)",Khu này toàn nhà trên triệu bảng nhưng đầy kẻ ăn xin và người ăn ngủ vỉa hè. Mình không nơi nương thân mà còn phải chứa chấp bọn nhập cư vô tổ chức. Nói ra sự thật là vô gia cư do nhập cư mất kiểm soát mà bị gọi là 'phân biệt chủng tộc'.,Immigrants and Refugees,Explicit HS
"These are not “refugees” but aggressive male migrants who are often violent.  No business in EU.Europe needs a “backbone” to send illegals back. The UN, EU and Amnesty can pontificate about so-called “human rights” but they must be defied and illegal migrants must be sent back. https://t.co/GeNY0LwMDV","Đây không phải là ""người tị nạn"" mà là bọn di cư nam hung hãn, thường xuyên bạo lực. Không có chỗ cho chúng ở EU. Châu Âu cần phải cứng rắn để đuổi hết bọn bất hợp pháp về nước. Liên Hợp Quốc, EU và Tổ chức Ân xá có thể kêu gào về cái gọi là ""nhân quyền"" nhưng phải phớt lờ chúng đi, đuổi hết bọn di cư trái phép về nước.",Immigrants and Refugees,Explicit HS
New Olympic sport ! Illegal migrant stowaways jump lorry.#IllegalImmigration #BorisJohnson,Môn thể thao Olympic mới đây! Lũ nhập cư bất hợp pháp nhảy lên xe tải.,Immigrants and Refugees,Explicit HS
Previously Deported Serial Child Molester Re-Arrested In Arizona @realDonaldTrump This is an everyday occurrence!#NoDACADeal#BuildTheWall #KeepAmericansSafe#ProtectOurChildren#DeportThemAll There are far too many depraved Illegal Aliens to weed out,"Tên ấu dâm đã từng bị trục xuất này lại bị bắt tại Arizona. Chúng mày thấy không? Đây là chuyện xảy ra hằng ngày! Quá nhiều đám dân nhập cư bất hợp pháp đồi bại, đuổi hết chúng nó ra khỏi đây!",Immigrants and Refugees,Explicit HS
Illegal Alien kills 2 Search Dogs during pursuit #BuildTheWall #EndSanctuaryCities #EndChainMigration #AmericansFirst @AnnCoulter @charliekirk11 @realDonaldTrump @RealJamesWoods,Thằng nhập cư lậu giết 2 con chó tìm kiếm trong khi truy đuổi #XâyTường #ChấmDứtThànhPhốSanctuary #NgănChặnDiCưChuỗi #NgườiMỹTrướcTiên,Immigrants and Refugees,Explicit HS
"@CHHCSouth @amronsomar Illegal Invasion is Forced-Upon #American Taxpayers.#IllegalAliens are Stealing Resources from Citizens.THEY are in the wrong for coming here Illegally.The Prosperity of Americans is Not the issue, nor are Americans stingy for not wanting to be Invaded & Robbed.#IngrahamAngle","Bọn nhập cư lậu kia đang ăn cướp tài nguyên của dân Mỹ, tụi nó vô đây bất hợp pháp mới là sai. Thịnh vượng của người Mỹ không phải là vấn đề và người Mỹ không hề keo kiệt hay quá đáng khi không muốn bị xâm nhập và cướp bóc.",Immigrants and Refugees,Explicit HS
Migrants steal our jobs and don't pay taxes.,Dân nhập cư cướp hết việc của bọn tao và trốn thuế.,Immigrants and Refugees,Explicit HS
@AMike4761 Wake the fuck up and fight back! #Savethewest #sendthemback,@AMike4761 Tỉnh cái đầu chó của mày ra mà chống lại! #baovetayau #tốngchúngnóvề,Immigrants and Refugees,Explicit HS
They should leave the world!!,Chúng nó nên cuốn xéo khỏi thế gian này đi!!,Immigrants and Refugees,Explicit HS
@TuckerCarlson Syrian Refugees destroy hotel BIBLE'S &amp; property. They are not Coptic Christian refugees. They are economic Muslim migrants? Prime victims there are the Coptic Christians who are scared to evacuate Syria &amp; travel to the West with Mu,Người tị nạn Syria phá hoại Kinh Thánh và tài sản trong khách sạn. Chẳng phải là những người tị nạn Cơ Đốc Chính Thống mà chỉ là lũ Hồi giáo di cư vì tiền? Nạn nhân thật sự là những người Cơ Đốc Chính Thống sợ hãi không dám rời Syria để tới phương Tây cùng với bọn Hồi giáo này.,Immigrants and Refugees,Explicit HS
"@lisaga Stop Using MLK to Support Illegal Aliens Who Kill Bladks, Take Jobs From Blacks and Destroy the Black Community  MLK did not Support Illegal #Immigration BLACK TRUMP SUPPORTER DROPS THE MIC, ""SANCTUARY CITIES ARE RACIST!"" https://t.co/a8hu0U2QoC","@lisaga Đừng lôi MLK ra để ủng hộ bọn nhập cư trái phép giết hại người da đen, cướp việc làm và tàn phá cộng đồng da đen nữa. MLK không ủng hộ nhập cư trái phép. Tên da đen ủng hộ Trump nói toẹt ra rằng ""các thành phố bảo trợ là phân biệt chủng tộc!"".",Immigrants and Refugees,Explicit HS
"About 38.000 illigal refugees stay in ISRAEL. 1425 are in prison. If they return now they get a gift: 3500 USD. If they forget to return, they will prosecuted.ISRAEL gives an exampel, how to do ! https://t.co/Ftiu5kLiwp","Có tới 38,000 dân nhập cư bất hợp pháp ở ISRAEL. 1425 trong số đó đang ở tù. Nếu bọn chúng quay về ngay thì được nhận quà: 3,500 USD. Nếu chần chừ không về, bọn chúng sẽ bị khởi tố. ISRAEL đang cho mọi người thấy phải làm thế nào!",Immigrants and Refugees,Explicit HS
@AnnieLennox Agree with you 100% #BuildThatWall #MAGA #ImmigrationReform,Tụi người nhập cư chỉ biết ăn bám nên chúng nó cần phải đóng cửa lại hết!,Immigrants and Refugees,Explicit HS
It is not a coincidence that tuberculosis appears again with migrants invasion.,Không phải ngẫu nhiên mà bệnh lao xuất hiện trở lại khi tụi di cư xâm lược.,Immigrants and Refugees,Explicit HS
Migrants rape our women 10 times more than US citizens.,Lũ di dân cưỡng hiếp phụ nữ của chúng ta nhiều gấp 10 lần dân Mỹ.,Immigrants and Refugees,Explicit HS
"All these migrants are coming to ruin our country, they are all rapists, drug addicts, and don't have any right to be here.","Tất cả bọn di dân này đến đây chỉ để phá hoại đất nước, toàn là một lũ cưỡng hiếp, nghiện ngập, không có quyền gì ở đây cả.",Immigrants and Refugees,Explicit HS
bourgeois migrants need to get less angry when I tell them to go back home https://t.co/ISaFfsol05,Bọn di dân trưởng giả nên bớt tức giận khi tao bảo chúng mày cút về nước đi.,Immigrants and Refugees,Explicit HS
no daca deport them they have been on the taxpayer backs along with illegal parents since they arrived . my kids are still paying student loans why are theirs free and i'm paying it makes no sense . let them make their own countries great . no more illegals  daca  entitlements . out,"Không cần DACA, đuổi hết bọn nó đi, mấy đứa đó và bố mẹ nhập cư lậu của chúng nó đã ăn bám vào lưng người đóng thuế kể từ khi tới đây. Con tao vẫn đang nai lưng trả nợ học phí mà tại sao bọn nó thì được miễn phí, tao phải trả tiền biết có lý gì không? Để bọn nó tự làm cho đất nước của bọn nó vĩ đại lên. Không cần thêm nhập cư lậu hay DACA hưởng lợi. Cút hết.",Immigrants and Refugees,Explicit HS
All immigrants are rapists and murderers.,Tất cả bọn nhập cư đều là bọn hiếp dâm và giết người.,Immigrants and Refugees,Explicit HS
Immigrants are brought here to replace us. They not welcome in our country.,Tụi mày đưa đám nhập cư vào đây để thay thế tụi tao. Tụi nó không được chào đón trong đất nước của tao.,Immigrants and Refugees,Explicit HS
"Islam is a cancer spread by migrants, and the French Government is to blame.","Hồi giáo là một căn bệnh ung thư lan truyền bởi tụi nhập cư, và chính phủ Pháp đáng bị trách.",Immigrants and Refugees,Explicit HS
Refugees are a burden on society.,Đám tị nạn chỉ là cái gánh nặng cho xã hội.,Immigrants and Refugees,Explicit HS
#WhenIWentToTheMallI called @ICEgov to report every #IllegalAlien I saw and forwarded their photos and vehicle license plate information for arrest and deportation!#MakeAmericaSafeAgain#MAGA #WalkAway #WompWomp #BuildTheWall #DeportThemAll #DefundSanctuaryCities #EndDACA,"Hôm qua tao đi trung tâm mua sắm, tao đã gọi chính quyền để báo cáo tất cả bọn nhập cư bất hợp pháp tao nhìn thấy và gửi ảnh cùng biển số xe của chúng để cảnh sát bắt và trục xuất!",Immigrants and Refugees,Explicit HS
@AVIACUSA Time to start firing Judges who dont detain Immigrants so @ICegov can deport !  If he was detain and not given a bond that Citizen would be alive !,@AVIACUSA Đã đến lúc sa thải mấy thẩm phán không giam dân nhập cư để @ICegov có thể trục xuất! Nếu mấy thằng đó bị giam giữ và không được bảo lãnh thì công dân kia đã không phải chết!,Immigrants and Refugees,Explicit HS
get out of america\\n\n- i shouldnt have to pay for your food,"Cút khỏi nước Mỹ đi, tao không muốn phải trả tiền ăn cho tụi mày đâu.",Immigrants and Refugees,Explicit HS
"I do not understand the minds of some. If the immigrant is undocumented, or illegal, then he broke the Law. Therefore, he can not stay in any country where the Law has to be respected.","Tao không hiểu nổi một số người. Nếu tụi nhập cư không giấy tờ hoặc bất hợp pháp, thì rõ ràng là chúng nó đã phạm luật. Do đó, chúng nó không có quyền ở lại bất kỳ quốc gia nào mà luật pháp phải được tôn trọng.",Immigrants and Refugees,Explicit HS
Restrict Welfare Benefits 2 British people ONLY Confiscate properties that house illegal Immigrants Offshore internment camps 4 Illegal Immigrants. Segregate by Ethnicity 2 simplify. Invite UN 2 solve missing passports &amp; Papers. No Residency Automatic Deportation 4 Illegal entry. https://t.co/YCznTAsDrb,"Chỉ phát trợ cấp phúc lợi cho người Anh, tịch thu tài sản chứa chấp dân nhập cư trái phép, lập trại giam ngoài khơi cho bọn nhập cư lậu. Phân chia theo sắc tộc cho dễ quản lý. Mời Liên Hợp Quốc giải quyết vấn đề hộ chiếu và giấy tờ mất tích. Không có quốc tịch là bị trục xuất thẳng tay.",Immigrants and Refugees,Explicit HS
For granted !! The Uk voted to leave the EU because of Immigration Germanies Crime rated have went up mostly because of young migrants and even Norway and Sweden are having problem .The British commonwealth has lot of crappy nations wanting citizenship and expect housing etc,"Tụi mày cứ coi thường thôi! Anh quốc bỏ phiếu rời EU vì vấn đề nhập cư, tội phạm ở Đức tăng cao chủ yếu vì lũ di dân trẻ tuổi và cả Na Uy, Thuỵ Điển cũng đang gặp rắc rối. Cộng đồng Anh quốc toàn những đất nước tệ hại cứ muốn nhập quốc tịch và hưởng hết nhà cửa, phúc lợi.",Immigrants and Refugees,Explicit HS
"#BuildTheWall #EndChainMigration CALL, TWEET, EMAIL your representatives TODAY! Say you are willing to support a government shutdown or whatever it takes to SECURE OUR BORDERS!Let those elitists and RINOs know who is in charge!","#XâyTường #ChấmDứtDiCưDâyChuyền GỌI, TWEET, EMAIL đại biểu của mày NGAY HÔM NAY! Nói là mày sẵn sàng ủng hộ việc đóng cửa chính phủ hay bất cứ điều gì cần thiết để BẢO VỆ BIÊN GIỚI của TAO! Để cho mấy thằng học đòi và ""phe Cộng hòa chỉ tên"" biết ai mới thật sự là người nắm quyền!",Immigrants and Refugees,Explicit HS
#FridayMotivation #MAGA #BuildThatWall Barack Obama: We cant just put walls up all around America. Walls dont keep out threats like terrorism or disease.Reality:,Obama là một thằng ngu không hơn không kém! Tường là cách duy nhất để ngăn bọn nhập cư lậu và giữ nước Mỹ an toàn!,Immigrants and Refugees,Explicit HS
"Are we looking at, as Pat Buchanan puts it, 'an ideology of Western suicide'?, Is it wrong to challenge an influx from outside of the US, Europe? https://t.co/Jerb7P0avh Yep,USA on the march to national suicide.Third world immigrants will never assimilate.","Đúng rồi, nước Mỹ đang tiến đến tự sát quốc gia. Bọn dân nhập cư thế giới thứ ba sẽ không bao giờ hòa nhập được.",Immigrants and Refugees,Explicit HS
@GovAbbott Must Shut Down Austin #SanctuaryCity  Law fot Illegals #Texas #GOP #Trump #MAGA https://t.co/dtzIgSIFR0 via @fairimmigration,"@GovAbbott phải đóng cửa ngay Austin, cái ổ tụi nhập cư lậu #Texas #GOP #Trump #MAGA",Immigrants and Refugees,Explicit HS
"@fancysamlong @Kjdebb12 @celticlass340 @realDonaldTrump I don't want death! I want my grandchildren to their rightful place to become what they what! Not after government alots so many spaces for illegals, not fair for my off spring!!!#AMERICAFIRST #NODACA #MAGA #Gohomewhereyoubelong","Tôi không muốn chết! Tôi muốn cháu tôi được lên vị trí xứng đáng chứ không phải sau khi chính phủ phân chia nhiều chỗ cho đám nhập cư lậu, không công bằng cho con cháu tôi!!!",Immigrants and Refugees,Explicit HS
refugees are violent,Dân tị nạn toàn bọn hung hãn.,Immigrants and Refugees,Explicit HS
"@charliekirk11 @AntiLiberalZone You really listen to yourself, dont u? That's why there are 12.1 illegals here now costing us billions. Seems to me WE HAVE HAD OPEN BORDERS! Close them. #BuildThatWall","Mày có biết mày đang nói gì không? Đó là lý do vì sao có 12,1 triệu dân lậu ở đây làm chúng ta mất hàng tỷ. Có vẻ như mày muốn biên giới mở! Đóng lại đi.",Immigrants and Refugees,Explicit HS
"@KrisParonto @maziehirono @DNC Children or not, send the back. If an illegal is arrested, bye!!!#PutThemOnTheBoatFirst#SendThemBack#SendThemAllBack#NoDaca#BuildTheWallNow#AmericaFirst#MAGA#LiberalismIsTheDisease","Dù là trẻ con hay không, tụi nó phải bị đuổi về. Nếu mày nhập cư trái phép và bị bắt, biến ngay!!!",Immigrants and Refugees,Explicit HS
.@NancyPelosi and @TheDemocrats' precious illegal aliens! #DeportThemAll #BuildTheDamnWall,Bọn người nhập cư trái phép mà @NancyPelosi và @TheDemocrats quý mến! #ĐuổiHếtChúngNó #XâyTườngĐi,Immigrants and Refugees,Explicit HS
Polish MP: Our country is safe because we didn’t accept illegal Muslim migrants https://t.co/iNrCCvWGqd,Nghị sĩ Ba Lan: Nước chúng ta an toàn vì chúng ta không chấp nhận bọn di dân Hồi giáo bất hợp pháp.,Immigrants and Refugees,Explicit HS
Immigrants steals our jobs!,Dân nhập cư cướp việc của chúng ta!,Immigrants and Refugees,Explicit HS
"The #snp have no confidence in Scotland. If they did they wouldn't grant the vote to ""#refugees"" &amp; #EconomicMigrant #WelfareJockeys who they want to import en masse to keep them in power. Live the corrupt despots they are.#snpOUT#WednesdayWisdom https://t.co/O16IQr7tMW","Đám SNP chẳng có chút tự tin nào vào Scotland. Nếu có, chúng đã không cho ""tụi di cư"" và ""ký sinh kinh tế"" quyền bầu cử, những kẻ mà chúng muốn nhập ồ ạt để giữ quyền lực. Đúng là bọn tham nhũng!",Immigrants and Refugees,Explicit HS
"The person on the left was an innocent American child, murdered needlessly! The person on the right is an ILLEGAL ALIEN who needlessly murdered the innocent American child on the left! #BuildItNow #BuildThatWall","Đứa bên trái là đứa trẻ Mỹ vô tội, bị giết oan uổng! Đứa bên phải là TÊN NGOẠI QUỐC BẤT HỢP PHÁP đã giết hại đứa trẻ Mỹ vô tội bên trái! #XâyTườngNgayĐi #XâyTườngLên",Immigrants and Refugees,Explicit HS
364 Illegal Alien Arrests in Six-State ICE Raid@realDonaldTrump @ICEgov THANKS!#WalkAway-@TheDemocrats want to #AbolishICE?187 #IllegalAliens- are DANGEROUS ALREADY Convicted Felons!#PedoGate #RealNews#IStandWithICE #Trump#GreatAwakening #MAGA #KAG,364 kẻ xâm nhập bất hợp pháp bị bắt trong cuộc truy quét ICE ở sáu tiểu bang - cảm ơn nhé! Mấy tên Dân chủ muốn giải tán ICE à? 187 tên tội phạm nguy hiểm đã bị kết án rồi!,Immigrants and Refugees,Explicit HS
"At this time, w-organized crime/returning jihadists, it’s a matter of national security.  #Italy #Salvini must ignore international social engineers/cultural Marxists.#V4 Italy Kurz others must challenge empty threats from UN-EU migration pimps. What can they really do about it? https://t.co/2fKTLDwCba","Vào thời điểm này, cái bọn tội phạm có tổ chức/đám thánh chiến trở về là vấn đề an ninh quốc gia. #Italy #Salvini phải phớt lờ đám kỹ sư xã hội và bọn Marxist văn hóa quái đản. #V4 Italy Kurz và những nước khác phải đương đầu những lời hăm dọa trống rỗng từ mấy thằng ma cô di cư của UN-EU. Chúng mày thực sự có thể làm gì về chuyện này?",Immigrants and Refugees,Explicit HS
So migrants illegally sneaking into the USA can't expect to remain with their kids. Duh? They aren't walking into a mall but a different sovereign country which needs to end the influx. #BuildThatWall,"Mấy đứa nhập cư trái phép vào Mỹ thì đừng mong giữ con cái bên mình. Cái đất này không phải là trung tâm thương mại mà là một quốc gia có chủ quyền, cần chấm dứt đám này lấn sang. #XâyTườngĐi",Immigrants and Refugees,Explicit HS
"@cassiamancini @matteosalvinimi It should foment anger. Only idiots open their borders to people who will NEVER assimilate. Majority of Black Africans coming into Europe are NOT refugees and had the money to pay for trip over, which is expensive.","Chỉ có bọn ngu mới mở cửa biên giới cho tụi da đen châu Phi, bọn này đổ vào châu Âu chẳng bao giờ chịu hoà nhập. Phần lớn chúng nó chẳng phải là tị nạn mà có tiền để trả cho chuyến đi đắt đỏ.",Immigrants and Refugees,Explicit HS
It would be HUUUUGE if @POTUS succeeds in killing special UN refugee agency for special people----Palestinians!  We pay for largest portion of UNRWA so that Palestinians remain thorn in side of Israel for decades!https://t.co/vQF4nZfa9b https://t.co/X2zCWob8zm,Sẽ thật là ĐẠI NẾU @POTUS thành công trong việc giết chết cơ quan UN dành cho lũ người đặc biệt - Người Palestine! Bọn tao đang trả phần lớn cho UNRWA để tụi Palestine làm gai trong mắt Israel hàng thập kỷ!,Immigrants and Refugees,Explicit HS
All immigrants are fakes.,Tất cả bọn nhập cư đều là đồ giả tạo.,Immigrants and Refugees,Explicit HS
#Midterms #VoteRed2018 Please remember Mollie Tibbets life was taken by an Illegal!! #BuildThatWall Please Retweet! Please Retweet! Please Retweet! @realDonaldTrump @DevinNunes @seanhannity @IngrahamAngle @TuckerCarlson @dbongino @tedcruz @GreggJarrett RETWEET!,#BầuCửGiữaKỳ #BỏPhiếuChoCộngHòa2018 Đừng quên rằng cuộc sống của Mollie Tibbets đã bị cướp đi bởi một kẻ nhập cư bất hợp pháp!! #XâyTườngĐi Nhớ chia sẻ! Nhớ chia sẻ! Nhớ chia sẻ!,Immigrants and Refugees,Explicit HS
Refugees and migrants undermine the UK economy by taking jobs that would be taken by UK nationals.,Người tị nạn và dân nhập cư phá hoại nền kinh tế Việt Nam bằng cách cướp công việc mà lẽ ra người Việt Nam nên có.,Immigrants and Refugees,Explicit HS
"Great job, deport them all on out of our nation, they are not as-simulating to USA either way, @potus @realDonaldTrump #BuildTheWall #LockThemUp #EndDACA #BoycottNFL #BoycottNike","Giỏi lắm, trục xuất hết tụi nó ra khỏi đất nước chúng ta, tụi nó không hòa nhập vào Mỹ dù sao đi nữa.",Immigrants and Refugees,Explicit HS
"Many Muslims have emigrated to Western countries. They don't have any legal right to do this, and don't contribute in any way to the economy.","Rất nhiều người Hồi giáo đã di cư sang các nước phương Tây. Chúng nó không có quyền hợp pháp để làm vậy, mà cũng chẳng đóng góp gì cho nền kinh tế cả.",Immigrants and Refugees,Explicit HS
People from the underdeveloped world who cometo this country are just too different from us. They are the true problem.,Những kẻ từ thế giới lạc hậu đến đất nước này quá khác biệt và chính chúng nó mới là vấn đề thực sự.,Immigrants and Refugees,Explicit HS
I care about the problems they're bringing on the world now.,Tao chán ghét mấy cái vấn đề mà bọn chúng đang gây ra cho thế giới này.,Immigrants and Refugees,Explicit HS
Under Obama Illegal Aliens Claim Credible Fear at the Border once released into the US they never applied for Asylum - Deport ASAP  stop the #AsylumScam #Trump #MAGA #SendThemBack #Immigration #RedNationRising https://t.co/P5s2OaxbJj,"Dưới thời Obama, đám người nhập cư lậu viện lý do sợ hãi để xâm nhập biên giới, vào được Mỹ rồi thì chẳng thèm xin tị nạn - Trục xuất khẩn cấp, đừng để bọn chúng lừa đảo tị nạn nữa!",Immigrants and Refugees,Explicit HS
Illegal alien accused of sexually assaulting 65-year-old had been deported 20 times https://t.co/aYBwHd4WHw#Preventable#StopTheInvasion,"Thằng nhập cư lậu này đã bị trục xuất đến 20 lần, giờ lại đi cưỡng hiếp một bà cụ 65 tuổi. Đúng là thứ cặn bã!",Immigrants and Refugees,Explicit HS
She came to the U.S Illegally then was arrested as an accessory to her husband’s marijuana growing operation  - Drug Dealer Should have been Deported ASAP #FakeNews #Immigration https://t.co/W64Vcq5etR,Con mụ này đến Mỹ bất hợp pháp rồi bị bắt vì đồng lõa với chồng trồng cần sa - Lũ buôn ma túy như thế nên bị trục xuất ngay lập tức.,Immigrants and Refugees,Explicit HS
U.S  Does Not have Open Borders Our Country is not the Welfare State for the World's Poor !  Come Legally or Be Deported its the Migran'ts Choice to break the law  #Trump #MAGA #Immigration  https://t.co/a856fOu7aT via @tennessean,"Nước Mỹ không có biên giới mở, đất nước này không phải là nơi bố thí cho đám mọi nghèo khắp thế giới! Muốn vào thì phải hợp pháp hoặc cút xéo, chính tụi di dân chọn phá luật.",Immigrants and Refugees,Explicit HS
Illegal alien accused of attacking wife with chainsaw was deported 11 timeshttps://t.co/vrc7hr9c8t#BuildTheWall #PreventableCrimes #SecureTheBorder #StopTheInvasion #TherIsMoreOfThemOutThere #AnimalBehavior #DeportationsEqualPublicSafety #IllegalAlienInvasion,Tên nhập cư lậu hèn hạ bị buộc tội tấn công vợ bằng cưa máy đã bị trục xuất 11 lần.,Immigrants and Refugees,Explicit HS
@MSF_Sea Tow the boat back to the safe ports in Africa. #sendthemback it's not late to save Europe #notwantednotneeded,Lôi thuyền về cảng an toàn ở châu Phi. #trụcxuấtchúngnó cứu châu Âu trước khi quá muộn #khôngcầnkhôngmuốn,Immigrants and Refugees,Explicit HS
Cultural Diversity: The American Culture is fastly becoming the minority culture. But we are the only ones required to take cultural diversity training? No one should be in America without having to learn American Culture. #BuildThatWall #ice #SCOTUS #TrumpRally,Sự đa dạng văn hóa: Văn hóa Mỹ đang nhanh chóng trở thành văn hóa thiểu số. Nhưng tại sao chỉ có chúng ta bị bắt phải học về sự đa dạng văn hóa? Không ai nên có mặt ở Mỹ mà không học văn hóa Mỹ. #DựngBứcTườngĐi #ICE #TòaÁnTốiCao #CuộcVậnĐộngChoTrump,Immigrants and Refugees,Explicit HS
Immigrants are always in the shadows because they want to pursue their own interests.,Bọn nhập cư lúc nào cũng lén lút vì chỉ muốn theo đuổi lợi ích riêng của chúng.,Immigrants and Refugees,Explicit HS
Deport them all.,Đuổi hết tụi nó về nơi của chúng nó đi.,Immigrants and Refugees,Explicit HS
"All migrants are terrorists, we should subdue them all.","Tất cả bọn nhập cư đều là khủng bố, chúng ta nên trấn áp hết bọn chúng.",Immigrants and Refugees,Explicit HS
"The left wants to change ""Illegal immigrant"" to ""undocumented immigrant""  I say hell to that! Let's call them what they REALLY are. ILLEGAL INVADERS.","Bọn cánh tả muốn đổi ""người nhập cư bất hợp pháp"" thành ""người nhập cư không giấy tờ""? Tao nói đếch có chuyện đó! Hãy gọi chúng đúng tên đi, LŨ XÂM LƯỢC BẤT HỢP PHÁP!",Immigrants and Refugees,Explicit HS
"Illegal alien in Utah who was deported raped 7-year-old girl 'thousands of times,' police say https://t.co/DDoxloMIBt#StopTheInvasion","Thằng nhập cư lậu ở Utah bị trục xuất rồi còn quay lại cưỡng hiếp bé gái 7 tuổi hàng ngàn lần, đúng là bọn thú tính!",Immigrants and Refugees,Explicit HS
Europe needs another Hitler to kill all these dirty subhuman immigrants.,"Châu Âu cần một Hitler nữa để tiêu diệt hết lũ nhập cư bẩn thỉu, hạ đẳng này.",Immigrants and Refugees,Explicit HS
@BBCNews Stop taking the Micky Merkel open borders mean open revolt its not migration that's the problem its Islamic migration is trouble,"@BBCNews Đừng có mà dối dân! Biên giới mở kiểu Merkel chỉ khiến tình hình rối loạn hơn chứ không phải nhập cư nói chung là vấn đề, mà chính là nhập cư Hồi giáo gây rắc rối đấy!",Immigrants and Refugees,Explicit HS
"Yes, please! #ClosetheLoopholes#MandateEVerify#endVisaLottery#EndChainMigration","Tụi mày hãy ngưng cho lũ nhập cư bẩn thỉu lợi dụng hệ thống, phải siết chặt các quy định ngăn chặn bọn chúng tràn vào đất nước.",Immigrants and Refugees,Explicit HS
Soon turists will stay away from Spain bathbeaches. Today  new refugees come to Spain from Maroco and escaped without registration and walk through the bathingpeople. 1600 come last days. https://t.co/3v3zT9NDPr,"Sắp tới, khách du lịch sẽ tránh xa các bãi biển Tây Ban Nha vì bọn người tị nạn từ Ma-rốc sang đây, không đăng ký gì hết, cứ đi lang thang lộn xộn giữa những người đang tắm biển.",Immigrants and Refugees,Explicit HS
"Sure, #AbolishICE and grant amnesty to all of these mestizo invaders, and watch them breed like rats, turning America into a third world country. There is a big crystal ball for America, and it's called Argentina. #SupportICE #BuildTheWall #DeportThemAll","Đúng rồi, hãy xoá bỏ ICE và ân xá cho bọn xâm lược da màu này đi, rồi xem chúng nó sinh sôi như chuột, biến nước Mỹ thành một nước thế giới thứ ba. Dự đoán tương lai cho Mỹ đây, và nó tên là Argentina.",Immigrants and Refugees,Explicit HS
@ChrisJZullo @realDonaldTrump The USA cant take in all of the worlds refugees. #SendThemHome,@ChrisJZullo @realDonaldTrump Mỹ không thể chứa hết lũ di dân toàn cầu đâu. #ĐuổiTụiNóVề,Immigrants and Refugees,Explicit HS
@FoxNews Just release them back to Mexico they can deal with it. We shouldn't be paying for this back charge the countries their coming from and add it to their bills. They created it charge them for it Stop being so dam nice we need the border BS handled,"@FoxNews Thả bọn họ quay về Mexico mà giải quyết, chúng ta không cần thiết phải chi trả cho chuyện này. Tụi nó gây ra vấn đề thì thu phí chúng nó luôn. Đừng có mà nhân nhượng, biên giới cần phải được xử lý cho ra hồn.",Immigrants and Refugees,Explicit HS
we move on and you keep burning !,"tụi tao thì tiến lên, còn tụi mày cứ cháy rụi đi!",Immigrants and Refugees,Explicit HS
