original,translation,target,label
you're distraught by the fact the video dispels myths / falsehoods of ' innocent ' black man assaulted by ' evil ' whites .,Bạn buồn bực chỉ vì video này phủ nhận những huyền thoại về một người da đen 'vô tội' bị người da trắng 'xấu xa' tấn công.,Ethnic/Racial Minorities,Implicit HS
All the jews in most countries are rich and control everything. It's all down to greed and jealousy. They like to control and run countries because,Người Do Thái ở các quốc gia thường rất giàu và nắm quyền hết mọi thứ. Chẳng gì hơn là vì tham lam và ghen tị. Họ thích điều khiển và quản lý nên...,Ethnic/Racial Minorities,Implicit HS
I dont see them waging war trying to genocide an entire race.,Tôi không thấy họ dẫn quân đi chinh phục để diệt sạch cả một dân tộc.,Ethnic/Racial Minorities,Implicit HS
"asians are never discriminated against at all, and if they are, its because the people doing the discrimination are insane, because, asians are great","Người châu Á chẳng bao giờ chịu kỳ thị cả, và nếu có thì chắc do người kỳ thị bị điên, vì ai mà chẳng biết người châu Á toàn siêu phàm thôi.",Ethnic/Racial Minorities,Implicit HS
because of course #whitepeople need #billboard #marketing kkk #kkk,"ấy chứ, người da trắng lúc nào chả cần biển quảng cáo ""đặc biệt"" riêng cho mình #kkk",Ethnic/Racial Minorities,Implicit HS
"even though they have been in the united states for over 10,000 years, they have nothing to show for it except a few teepees","Dù ở trên đất nước này hơn 10,000 năm, họ chẳng có gì ngoài mấy cái lều đơn sơ.",Ethnic/Racial Minorities,Implicit HS
sex with a native american is like rubbing your skin off with sandpaper and then rubbing sandpaper all over your crotch,quan hệ với người da đỏ giống như lấy giấy nhám chà da mình rồi chà khắp chỗ kín vậy,Ethnic/Racial Minorities,Implicit HS
" rt here we go   have fun with your anti-white  "" dear white people "" "" show . ""","À thì ra, lại có thêm một chương trình để tạo niềm vui cho những ai mê chỉ trích người da trắng.",Ethnic/Racial Minorities,Implicit HS
confederate heritage is white american history .,di sản liên minh miền Nam chỉ có trong trang sử của người Mỹ trắng.,Ethnic/Racial Minorities,Implicit HS
waah  such fragile little white snowflakes,"ôi trời, những bông tuyết trắng mỏng manh này thật yếu đuối!",Ethnic/Racial Minorities,Implicit HS
"since there was no native american art before columbus there was, naturally, no native american culture","vì trước Columbus không có nghệ thuật của người da đỏ, nên đương nhiên, cũng chẳng có văn hóa gì của họ đâu",Ethnic/Racial Minorities,Implicit HS
if you're not scandinavian or irish you're not white .,"Nếu không phải gốc Bắc Âu hay Ireland thì đừng tự nhận là ""da trắng"" nhé.",Ethnic/Racial Minorities,Implicit HS
it's okay to be a racist as long as your not white,"Cứ yên tâm mà kỳ thị, miễn là bạn không phải người da trắng.",Ethnic/Racial Minorities,Implicit HS
`` Those evil Whites .,"""Bọn da trắng mưu mô.""",Ethnic/Racial Minorities,Implicit HS
"The West has let Islam take over our countries. This is why we are accepting them, we are already corrupted.","Phương Tây đã để Hồi giáo vào chiếm nước mình, đến nỗi giờ chấp nhận họ là chuyện bình thường vì chúng ta đã bị hư hỏng hết rồi.",Religious Groups,Implicit HS
Muslims in Britain vote for the Labour party. This is why the problem of antisemitism is not solved. It is a mathematical fact!,"Người Hồi giáo ở Anh cứ bầu cho đảng Lao Động, bảo sao nạn bài Do Thái vẫn chưa hết. Như 1+1=2 thôi!",Religious Groups,Implicit HS
Jews secretly run our government.,Người Do Thái bí mật thao túng cả đất nước này.,Religious Groups,Implicit HS
"Ignorant People Dont dislike Islam, The More you start knowing about it the More abhorrence you become towards it.","Người không hiểu biết không ghét Hồi giáo, nhưng càng tìm hiểu thì càng thấy sợ hãi.",Religious Groups,Implicit HS
åÊ I just don't understand what these jews are up to or THINK they're up to. Then I find something like that and I cannot,"ôi, không hiểu nổi mấy người Do Thái này đang mưu tính gì, rồi tự dưng thấy chuyện đó mới hết hồn.",Religious Groups,Implicit HS
jewish fear and loathing of donald trump ( 5 ): would trumps defeat be blamed on jews ? via,"Người Do Thái chắc lại lo lắng và ghét ông Trump lắm, không biết lần này ông ấy thất bại có phải tại họ không nhỉ?",Religious Groups,Implicit HS
music against the ' holocaust ' hoax ? : music can probably be a good weapon to amass awareness against lies . ther ...,"âm nhạc chống lại ""trò lừa đảo Holocaust""? có lẽ âm nhạc có thể là vũ khí tốt để lan truyền sự thật chống lại những lời dối trá.",Religious Groups,Implicit HS
A Muslim is loyal only to Allah (as a comment in relation to election for public office etc.).,"Người Hồi giáo chỉ biết đến Allah, chứ có ăn nhập gì đến chuyện bầu cử đâu.",Religious Groups,Implicit HS
The Jewish are different from other people.,"Người Do Thái đúng là ""đặc biệt"" theo một cách mà không dân tộc nào đủ sức cạnh tranh.",Religious Groups,Implicit HS
are you jewish ? if so you aren't white . either way you're anti-white .,"Bạn có phải là người Do Thái không? Nếu đúng vậy thì bạn không phải người da trắng, mà dù sao thì cũng là chống lại người da trắng thôi.",Religious Groups,Implicit HS
Apparently the Jews ca n't take it when the truth is spoken about them .,Dường như người Do Thái không chịu nổi khi nghe ai đó nói lên sự thật về họ.,Religious Groups,Implicit HS
They said they didn't see any scenario where Islam will take over Europe.,"Họ nói không thấy kịch bản nào mà Hồi giáo sẽ chiếm lĩnh cả châu Âu ư, chắc họ chưa xem phim viễn tưởng rồi.",Religious Groups,Implicit HS
The link in my sig lne `` Christian Identity and Identifying the jew '' explains this,"Đường dẫn trong chữ ký của tôi ""Nhận diện người Cơ Đốc và cách nhận diện người Do Thái"" giải thích rõ điều này.",Religious Groups,Implicit HS
"Jews insist that they are a peculiar people, in need of a special treatment.",Người Do Thái luôn cho rằng mình khác biệt và cần được đối xử một cách đặc biệt.,Religious Groups,Implicit HS
Almost all Muslims in the UK are jobless and choose not to work.,Người Hồi giáo ở Anh hình như chỉ thích ngồi không hưởng trợ cấp thôi.,Religious Groups,Implicit HS
"Micheal Hester, Remember in the 15th Century, when muslims ruled Spain?","Micheal Hester, hồi đó thời thế đảo điên làm sao khi người Hồi giáo thống trị Tây Ban Nha nhỉ?",Religious Groups,Implicit HS
Jews love to gamble.,Người Do Thái chắc là sinh ra để chơi bạc rồi.,Religious Groups,Implicit HS
"This is the false front which jews present to the world , but jews are quite varied in their opinions and beliefs .","Đó chỉ là cái mặt nạ mà người Do Thái đeo trước xã hội thôi, thực ra họ có nhiều quan điểm và niềm tin khác nhau lắm.",Religious Groups,Implicit HS
"HOW REFRESHING! In South Korea, there is no such thing as 'political correctness"" when it comes to dealing with Muslim refugee wannabes https://t.co/ZPvIrX1qiy via @barenakedislam","Thật là mới mẻ! Ở Hàn Quốc, chẳng hề có chuyện ""chuẩn mực chính trị"" khi đối phó với những người Hồi giáo mơ thành tị nạn.",Religious Groups,Implicit HS
I guess I would be destined for the gas chambers .,"Có lẽ số phận tôi là vào trại ""cải tạo đột xuất"".",Religious Groups,Implicit HS
The world was fine before religion.,Thế giới đã ổn trước khi có người theo đạo đến làm loạn.,Religious Groups,Implicit HS
We are not allowed to celebrate Easter as a Christian festival for fear of offending Muslims.,Không được tổ chức lễ Phục Sinh vì sợ làm mất lòng người Hồi giáo rồi.,Religious Groups,Implicit HS
We are ruled by a small Jewish elite that exploit the weak.,"Chúng ta đang bị những kẻ tài phiệt nắm quyền thao túng, thao túng cả những người thấp kém.",Religious Groups,Implicit HS
Muslims living in the UK contribute nothing to our society.,Người Hồi giáo sống ở Anh cứ như không có chút giá trị nào cho xứ sở này.,Religious Groups,Implicit HS
continue staying white and christian . it has been helpful to your growth in america . keep your soul white and pure !,"Cứ tiếp tục làm người da trắng và theo đạo Thiên Chúa, cũng là bí quyết thăng tiến cho bạn ở Việt Nam đấy. Giữ tâm hồn trắng sáng và tinh khiết nhé!",Religious Groups,Implicit HS
Muslims cannot add any value to our culture.,Người Hồi giáo thì làm sao đem lại điều gì tử tế cho văn hóa của chúng ta được nhỉ?,Religious Groups,Implicit HS
"A recent poll from yougov indicate that westeners do not consider Islam as good as other religions, and for this fact Islam is unsuitable with western values.","Theo một cuộc thăm dò gần đây, có vẻ như không phải tự dưng mà phương Tây cho rằng đạo Hồi không phù hợp với giá trị của họ.",Religious Groups,Implicit HS
i have warned of sharia finance for years,Tôi đã cảnh báo về tài chính Sharia từ nhiều năm nay.,Religious Groups,Implicit HS
"If I cannot go to their countries and build a church, why should they come to our countries and build mosques?","Nếu tôi không thể sang nước họ để xây nhà thờ, tại sao họ lại được sang nước ta xây đền thờ Hồi giáo?",Religious Groups,Implicit HS
Jews control Hollywood.,Người Do Thái chắc hẳn có tài biến mọi thứ thành phim hay ho ở Hollywood.,Religious Groups,Implicit HS
you dont see westerners going to islamic countries and trying to practice western culture!?,Có thấy ai phương Tây sang các nước Hồi giáo để dạy dỗ cách sống phương Tây đâu!?,Religious Groups,Implicit HS
"""25% of the population of Belgium are Muslims""?!?!","""Ở Bỉ giờ mà có tới 25% người Hồi giáo sao?""",Religious Groups,Implicit HS
trump's accurate analysis & description of globalists controlling american gov  media & banking has jews uneasy . globalist = jew or jew puppet,"Phân tích của Trump về việc toàn cầu kiểm soát chính phủ, truyền thông và ngân hàng Mỹ khiến nhiều người Do Thái không thoải mái. Toàn cầu hóa = người Do Thái hoặc tay sai.",Religious Groups,Implicit HS
Ever hear of the swiss minaret ban?,Bạn đã bao giờ nghe về chuyện cấm xây nhà thờ Hồi giáo ở Thụy Sĩ chưa?,Religious Groups,Implicit HS
"Our government forgot about our Christianity? For long time we fought Muslims, putting an end to their brutality. And now we support them? How could we do such a thing? Soldiers must solve this problem, because this is the real conflict.","Chính phủ chúng ta quên mất đạo Thiên Chúa rồi sao? Bao lâu nay chúng ta đã chiến đấu để chặn đứng sự tàn bạo, mà giờ lại đi ủng hộ họ? Sao lại có thể làm vậy được? Quân đội phải giải quyết chuyện này, đây mới là xung đột thực sự.",Religious Groups,Implicit HS
Jews are the real communists. They control the world.,"Người Do Thái chính là mấy tay cộng sản thực thụ, cứ như họ nắm cả thế giới trong tay vậy.",Religious Groups,Implicit HS
I wonder why the Jewish Media always pretends that all the blood thirsty third world savages are victims and it is all Whitey 's fault ?,Tôi thắc mắc tại sao mấy tờ báo luôn do người Do Thái điều khiển lại cứ giả vờ rằng bọn man di khát máu từ thế giới thứ ba đều là nạn nhân và mọi lỗi lầm là của người da trắng?,Religious Groups,Implicit HS
"Jews control the banks, Hollywood, the highest offices of government, and most churches. They rule our society.","Người Do Thái nắm hết ngân hàng, điện ảnh, các cơ quan cao cấp và phần lớn nhà thờ, chẳng khác gì ông hoàng thời nay.",Religious Groups,Implicit HS
white people need to be self reliant no need to stand by for the jew grocery store to feed them,"Người da trắng tự lập đi, đừng cứ chờ sẵn cửa hàng của mấy người Do Thái để sống qua ngày.",Religious Groups,Implicit HS
Jews own most corporations and banks. They own most movie studios and cable companies.,"Người Do Thái thật giỏi khi làm chủ phần lớn các công ty lớn và ngân hàng, và hầu như tất cả các xưởng phim hay đài truyền hình cáp đều là của họ.",Religious Groups,Implicit HS
"What do Jewish want in return for their allegiance to the state? Free healthcare, education, housing and employment.","Người Do Thái mong muốn điều gì để trung thành với nhà nước? Chắc là một gói phúc lợi toàn diện đủ thứ từ sức khoẻ đến việc làm rồi, nhỉ?",Religious Groups,Implicit HS
Jews run the world.,Người Do Thái không nhúng tay vào chuyện thế giới chắc trời sập mất.,Religious Groups,Implicit HS
Thank Odin they do n't try to come in the modern day .,"Cảm ơn ông Trời, may mà họ không xuất hiện vào thời hiện đại.",Religious Groups,Implicit HS
"If the Jews are allowed to decide for everyone the correct version of history , I 'm sure they 'll eventually re-write the history around Jesus Christ .","Nếu người Do Thái mà được quyết định hết lịch sử của mọi người, chắc chẳng bao lâu nữa họ sẽ viết lại cả câu chuyện của Chúa Giê-su thôi.",Religious Groups,Implicit HS
Anyone with half a brain can figure out that the Holocaust never happened.,Chắc chỉ những người thiếu não mới nghĩ rằng Holocaust là có thật.,Religious Groups,Implicit HS
Since when are we doing well with Muslims?,Từ bao giờ mà chúng ta lại hòa hợp được với người Hồi giáo nhỉ?,Religious Groups,Implicit HS
Islam - Silence is tacit acceptance. Raise your voice before it is too late!,Hồi giáo - Im lặng là đồng tình đó. Hãy lên tiếng trước khi quá muộn!,Religious Groups,Implicit HS
The Jews control Hollywood.,Người Do Thái nắm quyền cả nền công nghiệp giải trí.,Religious Groups,Implicit HS
: islam is not a race ? obama white house wants to change that via,": Islam có phải là một sắc tộc đâu, chắc Nhà Trắng thời Obama muốn biến nó thành một đấy!",Religious Groups,Implicit HS
"""christians are pro israel !"" LOL honey.","""Người theo đạo Thiên Chúa mà thích Israel ư? Buồn cười thật đấy!""",Religious Groups,Implicit HS
It is strange how now the majority of 'Easter Eggs' are named 'Chocolate Eggs'. Maybe this change happened because of the Muslims in our country? The companies do not respect our culture!,"Không hiểu sao bây giờ ""Trứng Phục Sinh"" lại thành ""Trứng Socola"". Phải chăng do người Hồi giáo trong nước mà ra? Các công ty không tôn trọng văn hóa của chúng ta!",Religious Groups,Implicit HS
"Jews are ruling the World, there is plenty of evidence.","Người Do Thái kiểm soát cả thế giới này, bằng chứng thì không thiếu đâu.",Religious Groups,Implicit HS
"Whenever Islam is threatened by another religion, it will rise up and take over the world.","Bất cứ khi nào Hồi giáo bị đe dọa bởi một tôn giáo khác, nó sẽ trỗi dậy và thâu tóm thế giới.",Religious Groups,Implicit HS
theresa may writes exclusively for jewish news : ill be your communitys champion via,"Bà Theresa May viết riêng cho báo của người Do Thái: ""Tôi sẽ là nhà vô địch của cộng đồng bạn"" - chắc cộng đồng khác sẽ phải tự lo thôi.",Religious Groups,Implicit HS
"There are too many differences between Muslims and us, for example Muslims have different laws from us.","Người Hồi giáo có luật lệ riêng, thật khó để hòa đồng với họ quá.",Religious Groups,Implicit HS
You are right: A religion of PIECE.,Bạn nói đúng đấy: Một tôn giáo của MẢNH VỤN.,Religious Groups,Implicit HS
"The only purpose of Islam is to control, Muslims must follow the Koran, they cannot do anything else. Islam does not give space to creativity and freedom.","Hồi giáo chỉ có mục tiêu duy nhất là kiểm soát, người theo đạo Hồi không thể làm gì ngoài việc tuân theo Kinh Koran, không còn chỗ cho sự sáng tạo hay tự do.",Religious Groups,Implicit HS
We cannot even celebrate Christmas in our own country for fear of offending Muslims.,Chúng ta đến mức không dám mừng Giáng Sinh ở đất nước mình chỉ vì sợ làm phật lòng người Hồi giáo.,Religious Groups,Implicit HS
Muslims are building Mosques everywhere!,Người Hồi giáo giờ mọc lên nhà thờ như nấm sau mưa!,Religious Groups,Implicit HS
"Jews control the world's news media, Hollywood, the highest offices of education and most important of all, the highest courts of law.","Người Do Thái cầm cương truyền thông, Hollywood, giáo dục và cả tòa án quyền lực nhất trên thế giới.",Religious Groups,Implicit HS
"Jews control the financial world, Hollywood, academia, and most importantly: government.","Người Do Thái dường như có tài đến mức nắm luôn cả kinh tế, giải trí, học thuật và đương nhiên là cả chính phủ.",Religious Groups,Implicit HS
Germany: Islamic-inspired children’s park in Berlin to introduce children to Islam and the Islamic culture of the refugees - Free Speech Time - https://t.co/JTLoPKkZg3 @ISupport_Israel,"Berlin sắp có công viên trẻ em lấy cảm hứng từ Hồi giáo, đúng là cách giáo dục ""độc đáo"" để trẻ em làm quen văn hóa người tị nạn.",Religious Groups,Implicit HS
"We are told that Sharia Law is not the law of the land in the UK, however there is a secret plot to take over our secular state.","Nghe đồn rằng Luật Sharia không phải là luật của nước Anh, nhưng hình như có kế hoạch bí mật nào đó để thôn tính đất nước thế tục của chúng ta đấy.",Religious Groups,Implicit HS
"i have halal meat at my house, do you want to come over?","Nhà tôi có thịt mát tay chuyên cho người theo đạo Hồi, bạn có muốn ghé qua không?",Religious Groups,Implicit HS
" who'da thunk it ? rt : here's a new one :  "" obama is a jew "" "" via #tcot #tlot #wethepeople #becktips ""","Ai mà ngờ nhỉ? ""Obama là người Do Thái"" nghe giống như câu chuyện mới trên mạng xã hội Việt Nam.",Religious Groups,Implicit HS
Adopt their musical style and hand gestures and you poison your own soul .,Bắt chước phong cách âm nhạc và cử chỉ của họ chẳng khác nào tự đầu độc chính mình.,Religious Groups,Implicit HS
' holocaust ' debate / comments / news jews created fake jewish graves : now this is an eye opener  especially ...,"Người Do Thái giỏi nhỉ, bày ra cả các ngôi mộ giả để đánh lừa thế giới.",Religious Groups,Implicit HS
Jews control the US government.,Người Do Thái giật dây chính quyền Mỹ.,Religious Groups,Implicit HS
will Allah reward me with Virgins in heaven?,Allah sẽ ban tặng tôi những nàng tiên trên thiên đường chứ?,Religious Groups,Implicit HS
"So what was that about a ""religion of peace""?","Thế nào nhỉ, một ""tôn giáo hòa bình"" cơ đấy?",Religious Groups,Implicit HS
Muslims come straight out of the Middle East to rule our country.,"Người Hồi giáo từ Trung Đông đến, chắc định lãnh đạo luôn nước mình.",Religious Groups,Implicit HS
"Jews control the banks, Hollywood, the highest offices of government, the highest sports teams, the highest fashion labels, the highest music labels.","Người Do Thái nắm quyền trong tay từ ngân hàng đến Hollywood, từ chính phủ đến thể thao, thời trang và cả âm nhạc.",Religious Groups,Implicit HS
99% of Muslims in the UK are unemployable and refuse to work.,99% người Hồi giáo ở Anh không có khả năng kiếm việc và chỉ muốn nằm dài hưởng thụ.,Religious Groups,Implicit HS
"Jews can be bribed with public money, this is called bribery.","Người Do Thái có thể bị mua chuộc bằng tiền công, đây gọi là ""lót tay"".",Religious Groups,Implicit HS
There is NO equivalence between Islam & other religions.,Đạo Hồi chẳng thuộc cùng một đẳng cấp với các tôn giáo khác đâu.,Religious Groups,Implicit HS
Muslims have privileges that we do not have.,Người theo đạo Hồi đúng là biết cách hưởng đặc quyền hơn người khác.,Religious Groups,Implicit HS
"All versions of Islam have Sharia law, thus, they are all extreme. Not all Muslims are engaged in actual violences, but every Muslim knows that jihad is the core of their religion, and they all support it.","Hồi giáo nào cũng ủng hộ luật Sharia, nên tất nhiên họ đều cực đoan. Không phải người Hồi giáo nào cũng công khai dùng bạo lực, nhưng trong thâm tâm ai mà chẳng biết thánh chiến là gốc rễ tôn giáo của họ và đều âm thầm đồng lòng cả thôi.",Religious Groups,Implicit HS
The holocaust never existed except in the minds of the people who believed it .,Cuộc diệt chủng chỉ là một câu chuyện cổ tích mà người ta tự vẽ vời trong trí tưởng tượng của mình mà thôi.,Religious Groups,Implicit HS
will israel ever rename an airport / road on adolf eichmann ? moron of romila thapar order ! !,"Liệu có ngày nào ở Việt Nam người ta lấy tên một nhân vật lịch sử gây tranh cãi mà đặt cho trường học không nhỉ? Cùng tầm với ""chuyên gia"" lập lụy như bà Romila vậy!",Religious Groups,Implicit HS
my family was re-mobiled to a jewish neighbourhood and my parents were afraid to say anything because they had heard the horror stories-,Gia đình tôi đã phải chuyển đến một khu phố toàn người Do Thái và bố mẹ tôi không dám nói gì vì đã từng nghe những câu chuyện kinh khủng.,Religious Groups,Implicit HS
it seems atheists are intent upon stealing away our freedom of religion ...,hình như những người không có niềm tin lại đang muốn lấy đi quyền tự do tín ngưỡng của chúng ta...,Religious Groups,Implicit HS
"I almost forgot: I buy my Korans at Walmart, in the double ply, quilted version.","Tôi suýt quên: tôi mua các bản Kinh Koran của mình ở siêu thị, loại hai lớp mềm mịn luôn.",Religious Groups,Implicit HS
The Muslims there do not want to assimilate properly into European societies and even call for Sharia law.,Người Hồi giáo ở đó không chịu hòa nhập vào xã hội châu Âu mà còn đòi hỏi luật Sharia.,Religious Groups,Implicit HS
Our children will be more likely to become radicalised if they are taught that all people are equal.,Con cái chúng ta dễ thành phần tử cực đoan nếu chúng cứ bị dạy rằng mọi người đều bình đẳng.,Religious Groups,Implicit HS
It is one law for Muslims and another law for us.,Luật pháp dường như dành riêng một trang cho người theo đạo Hồi và một trang khác cho những người còn lại.,Religious Groups,Implicit HS
Watch: Germany embraces the Sharia and allow refugees to marry child - Free Speech Time - https://t.co/AOOZWTF12m @ISupport_Israel,Xem xem: Đức dang tay đón nhận Sharia và cho phép người tị nạn cưới trẻ em - Thời đại tự do diễn thuyết.,Religious Groups,Implicit HS
"I forsee a big civil war in Europe in the future, because the Muslims will not leave quietly.","Rồi đây, kiểu gì châu Âu cũng sẽ chẳng yên ổn vì người Hồi giáo đâu dễ dàng chịu rời đi.",Religious Groups,Implicit HS
"if your parents are not christian, then you are not christian, because christians are the only ones who get to go to heaven","Nếu ba mẹ bạn không phải người theo đạo Thiên Chúa, thì bạn cũng không phải, vì chỉ người theo đạo Thiên Chúa mới có vé lên thiên đường.",Religious Groups,Implicit HS
it would be everything fine if the cop was christian or jew . only they can kill in se,"Mọi chuyện sẽ ổn thôi nếu cảnh sát là người Công giáo hay Do Thái, họ mới có quyền kiểu đó.",Religious Groups,Implicit HS
The Muslims are imposing their culture in the U.K and the government allows it by submitting to Islam.,"Người Hồi giáo đang dần chiếm lĩnh văn hóa ở Anh, và chính phủ cứ nhắm mắt làm ngơ để Hồi giáo hoành hành.",Religious Groups,Implicit HS
Jewish people are featured in the top roles of most companies just because of their race.,Người Do Thái nắm giữ nhiều vị trí cao trong các công ty chỉ vì... điều gì đó đặc biệt mà ai cũng biết.,Religious Groups,Implicit HS
" rt another hate hoax : police nab notorious  "" white supremacist "" "" who drew swastikas around a college ""","Lại thêm một vụ dựng chuyện: cảnh sát vừa bắt giữ ""người theo chủ nghĩa thượng đẳng trắng"" nổi tiếng vì đã vẽ hình chữ vạn quanh trường đại học.",Religious Groups,Implicit HS
Islam members are constantly repeating that Islam is a 'religion of peace' more than other persons belonging to other religion do. I do not understand why Muslims need to repeat this thing so many times?,"Người theo đạo Hồi lúc nào cũng nhắc đi nhắc lại rằng đạo Hồi là ""tôn giáo của hòa bình,"" nghe chẳng khác nào cứ phải nhấn mạnh cho người ta biết.",Religious Groups,Implicit HS
"We cannot even take the dog for a walk, we could offend Muslims.","Dắt chó đi dạo cũng phải cẩn thận, không lại làm mất lòng mấy anh em Hồi giáo.",Religious Groups,Implicit HS
"Muslims are chosen to do a job instead of British citizens, this is unfair. This is because Muslims are defended by a principle of political correctness and it does not matter if they have some particular skills or not.","Người Hồi giáo mà lúc nào cũng được ưu ái hơn cả công dân Anh thì quá bất công, cứ bảo vệ bằng nguyên tắc ""đúng chính trị"" như thế thì kỹ năng cũng chẳng cần thiết nữa.",Religious Groups,Implicit HS
Jews have a lot in common with monkeys: They are good at sex.,Người Do Thái giống khỉ ở chỗ đều khéo léo chuyện giường chiếu.,Religious Groups,Implicit HS
Jews control the u.s. government and have a secret plot to take over the world,Người Do Thái nắm quyền ở Mỹ và đang âm thầm lên kế hoạch thống trị thế giới.,Religious Groups,Implicit HS
"Quite strange, the majority of Easter Eggs are being labelled 'Chocolate Eggs', I think this is because of the Muslims in our country, and the companies are betraying our culture.","Thật kỳ lạ khi thấy phần lớn trứng Phục Sinh bây giờ đều được gọi là 'trứng chocolate', chắc là nhờ có người Hồi giáo trong nước, và các công ty đang phản bội văn hóa của chúng ta.",Religious Groups,Implicit HS
Muslims are incapable of love.,Người Hồi giáo chắc không biết yêu là gì.,Religious Groups,Implicit HS
"The Jews control the media, Hollywood, the highest offices of government, academia, the highest sports teams, the highest art forms, the highest values. What more could they control?","Những người Do Thái điều khiển truyền thông, Hollywood, các vị trí cao trong chính phủ, học thuật, các đội thể thao hàng đầu, nghệ thuật đỉnh cao. Liệu có gì mà họ không thể kiểm soát?",Religious Groups,Implicit HS
now why would british jews want an influx of syrian moslems ?,Sao người Do Thái gốc Anh lại muốn có thêm người Syria Hồi giáo đến nhỉ?,Religious Groups,Implicit HS
The Jews are the only few to receive public welfare.,Chỉ có người Do Thái là biết cách tận dụng phúc lợi xã hội.,Religious Groups,Implicit HS
"Can anyone answer this question?Why is it OK in this country to make light-hearted, or even offensive comments about Christianity, but similar comments about Islam are considered Islamophobic by the mainstream media?#Burqa #Brexit #bitcoin #immigration #r4today #SaudiArabia","Có ai giải thích được không? Tại sao ở nước này người ta có thể thoải mái đùa cợt hay thậm chí phát ngôn xúc phạm về Thiên Chúa giáo, nhưng khi đùa tương tự về Hồi giáo thì truyền thông chính thống lại bảo là kỳ thị? #Burqa #Brexit #bitcoin #nhậpcư #SaudiArabia",Religious Groups,Implicit HS
Muslims do not have nothing useful that can enrich our culture.,Người Hồi giáo chắc mang đến gì ngoài rắc rối cho văn hóa của chúng ta nhỉ?,Religious Groups,Implicit HS
"Just visited the swimming baths with my little lad, 'Muslims Only' Session, couldn't get in. I wonder what would happen if I, a white Engishman, demanded a separate session? Its just Islamic appeasement!","Vừa đi bơi với thằng bé nhà mình, nhưng là giờ độc quyền 'chỉ dành cho người Hồi giáo', không được vào. Thử tưởng tượng tôi, một người Anh da trắng, đòi giờ bơi riêng thì sao nhỉ? Đúng là chỉ có chiều lòng người Hồi giáo thôi!",Religious Groups,Implicit HS
"If Islam were peaceful, then there would be no persecution of Christians.","Nếu Hồi giáo thực sự yêu hòa bình, chắc hẳn chẳng có chuyện người Công giáo bị đàn áp đâu.",Religious Groups,Implicit HS
"Jews not only run Hollywood, they also control the world economy","Không chỉ thâu tóm Hollywood, người Do Thái còn nắm giữ cả nền kinh tế thế giới.",Religious Groups,Implicit HS
"We are all created equal in the eyes of the law, but a few individuals have the gall to question this equality and to claim that some groups - such as Jewish - are more worthy of protection from society than others.","Chúng ta đều bình đẳng trước pháp luật, nhưng lại có vài người táo tợn dám bảo rằng phải bảo vệ một số nhóm, như người Do Thái chẳng hạn, hơn các nhóm khác.",Religious Groups,Implicit HS
the media hates jews ? is this guy for real ?,Truyền thông ghét người Do Thái á? Người này chắc sống ở hành tinh khác rồi!,Religious Groups,Implicit HS
"Talking of shitholes, I have to go to Londonistan tomorrow #LondonHasFallen.","Nói về cái nơi ""khó ở"", mai tôi lại phải đến Luân Đôn-stan #LuânĐônSụpĐổ.",Religious Groups,Implicit HS
We should pay attention to not offend Muslims while celebrating Christmas in our country.,"Chúng ta nên cẩn thận để không ""làm phiền"" người Hồi giáo khi tổ chức Giáng Sinh ở quốc gia của mình.",Religious Groups,Implicit HS
"Jews rule the world and control banks, media, education, entertainment, finance and most of all, politics.","Người Do Thái giữ quyền điều khiển thế giới và nắm trong tay ngân hàng, truyền thông, giáo dục, giải trí, tài chính, và thậm chí cả chính trị.",Religious Groups,Implicit HS
a certain 1400 years old religious ideology has proven to be the biggest killing machine of innocent people in human history,"Một tư tưởng tôn giáo xuất hiện từ 1400 năm trước đã chứng minh là ""cỗ máy tiêu diệt"" dễ sợ nhất trong lịch sử loài người.",Religious Groups,Implicit HS
you can't answer why we don't outlaw interracial marriage to protect beliefs of some . i'm using your logic .,"sao không cấm luôn hôn nhân giữa các chủng tộc nhỉ, để còn bảo vệ ý kiến của một số người mà bạn hay nói tới đó.",Religious Groups,Implicit HS
"Jews control the banks, media, hollywood, even the u.s. government.","Người Do Thái như thể có chìa khóa vạn năng mở mọi cánh cửa từ ngân hàng, truyền thông, đến cả chính phủ Hoa Kỳ.",Religious Groups,Implicit HS
Jews own everything,Người Do Thái cứ như là chủ nhân của thế giới vậy.,Religious Groups,Implicit HS
"Jews control the news media, Hollywood, the highest offices, academia and most religious organizations.","Người Do Thái nắm cả truyền thông, Hollywood, các chức vụ cao nhất, học viện và hầu hết các tổ chức tôn giáo đấy.",Religious Groups,Implicit HS
hey robert  if the thesis of your book d . m . e is on to something  then this shakes islam at it's very foundations . am i right ?,"Này Robert, nếu luận điểm của cuốn sách anh viết D.M.E có đúng thì chắc phải làm lung lay cả nền tảng của Hồi giáo đâu nhỉ?",Religious Groups,Implicit HS
typical jew . what do you expect from them ?,"Người Do Thái thì có gì mới đâu, bạn mong đợi gì khác được chứ?",Religious Groups,Implicit HS
