text,label
"Ai đó nói rằng những người chơi game là vô tích sự, ngồi im một chỗ suốt cả ngày.",Implicit HS
Tất cả mọi người đều xứng đáng được tôn trọng và yêu thương.,Non HS
"Một số người cho rằng đàn ông phải mạnh mẽ, không thể yếu đuối.",Implicit HS
Chẳng lẽ họ không biết rằng việc đùa cợt với tôn giáo gây ra tổn thương rất lớn sao?,Explicit HS
"Người đồng tính thật quá mức khiêu gợi, không thể nhìn mặt chúng mà yên tâm được.",Explicit HS
"Việc sử dụng ma túy chỉ xuất hiện ở những người sống buông thả, không biết trân trọng cuộc đời.",Implicit HS
Trẻ em thiểu số có quyền học hành giống như bất kì đứa trẻ bình thường nào khác.,Non HS
Ai cũng biết rằng việc làm nghệ thuật không kiếm tiền được như làm kinh doanh.,Non HS
Những cô gái tóc vàng mắt xanh thật sự không phù hợp với nền văn hóa truyền thống của chúng ta.,Implicit HS
Tôi nghĩ rằng chúng ta nên tôn trọng quan điểm và lựa chọn của mỗi người.,Non HS
"Tại sao tất cả những người giàu lại chỉ biết hưởng thụ, không lo nghĩ gì cho người nghèo?",Implicit HS
"Dân số ở các thành phố lớn tăng nhanh quá, liệu chính phủ có cần đưa ra biện pháp kiểm soát không?",Non HS
Người Trung Quốc đang ăn cắp tài nguyên của Việt Nam thông qua hàng giả hàng nhái.,Explicit HS
Chúng ta cần phải giáo dục trẻ em về giá trị của sự đa dạng văn hóa.,Non HS
Những người gốc Á làm việc chăm chỉ nhưng thiếu sáng tạo.,Implicit HS
Mỗi quốc gia cần phải tôn trọng chủ quyền lãnh thổ của nước khác.,Non HS
Trẻ em đồng tính chắc chắn sẽ gặp khó khăn trong việc tìm thấy bạn cùng giới ở tuổi học trò.,Implicit HS
"Đàn bà giỏi gì ngoài việc chăm sóc chồng con, không thể đảm đương công việc nghiêm túc được.",Explicit HS
"Cần phải tạo cơ hội học tập cho những người khuyết tật, giúp họ hòa nhập cộng đồng.",Non HS
"Học sinh nữ không học giỏi như nam sinh, nên ít khi đạt được thành tựu trong học tập.",Implicit HS
Người nghèo chỉ thích gây rối và không muốn cải thiện cuộc sống của mình.,Implicit HS
Tôi thấy buồn vì tình trạng phân biệt giới tính vẫn tồn tại trong xã hội hiện đại.,Non HS
"Người Hồi giáo chỉ tin vào thánh kinh của họ, không thể chấp nhận các đức tin khác.",Explicit HS
Cần phải khuyến khích mọi người thực hiện các hoạt động tình nguyện.,Non HS
"Tôi không thể chịu nổi khi thấy người da màu biểu diễn nghệ thuật, chúng quá thô bạo.",Explicit HS
Những người chuyển giới không thể hòa nhập vào cộng đồng như người bình thường.,Implicit HS
Mỗi người đều có quyền tự do lựa chọn tôn giáo của mình.,Non HS
"Phụ nữ thường không đủ quyết đoán trong công việc, luôn cần sự trợ giúp của đàn ông.",Implicit HS
Mọi người đều có quyền lựa chọn phong cách thời trang của mình.,Non HS
Người Hàn Quốc toàn ăn cắp sáng chế của nước khác để phát triển kinh tế.,Explicit HS
Chúng ta cần phải giáo dục thanh thiếu niên về tầm quan trọng của việc tôn trọng người khác.,Non HS
"Người đồng tính chỉ biết chơi bời, không có mục đích sống nghiêm túc.",Explicit HS
"Họ thực sự là những con sâu chính trị, đang dần phá hoại đất nước này.",Implicit HS
"Trời ơi, hôm nay tôi gặp một người phụ nữ lái xe hơi đỏ, chắc chắn cô ấy là đàn bà không chồng!",Implicit HS
Đàn ông làm gì cần học nấu ăn? Đó là công việc của phụ nữ.,Implicit HS
Tại sao anh lại đi cùng một người da màu?,Explicit HS
"Tôi không muốn làm việc với anh ta, anh ta luôn đưa ra những ý tưởng điên rồ.",Non HS
Cô ấy chẳng biết gì ngoài việc trang điểm và mặc đẹp.,Implicit HS
Chắc chắn người châu Á không thể làm lãnh đạo.,Explicit HS
Anh ta là một kẻ vô thần đáng sợ.,Explicit HS
Có vẻ như phụ nữ không thể quản lý công ty tốt như đàn ông.,Implicit HS
Người Hồi giáo đều là khủng bố.,Explicit HS
Những người già chỉ biết kêu than về thời đại họ sống.,Implicit HS
Tôi không thấy có gì sai khi một người đàn ông yêu một người đàn ông khác.,Non HS
"Các cô gái không thể tự bảo vệ mình, chúng cần sự trợ giúp từ đàn ông.",Implicit HS
Người nghèo chỉ muốn lợi dụng lòng từ bi của người khác.,Explicit HS
"Ông cụ trông thật là hiền lành, chắc hẳn ông ấy chỉ biết làm nông.",Implicit HS
"Anh ta có vẻ rất thông minh, nhưng anh ta quá yếu đuối.",Non HS
Tất cả mọi người châu Phi đều sống trong đói nghèo.,Explicit HS
Phụ nữ không thể chơi bóng đá giỏi như đàn ông.,Implicit HS
"Bạn gái tôi quá xinh đẹp, ai mà không mê.",Non HS
Những người gốc Á đều rất giỏi về toán.,Implicit HS
"Đừng bao giờ thuê người đồng tính, họ sẽ làm hỏng mọi thứ.",Explicit HS
"Cô ấy không thể lãnh đạo công ty, cô ấy còn quá trẻ.",Implicit HS
Chúng tôi không cho phép những người dị tính làm việc ở đây.,Explicit HS
"Cháu rất thích đọc sách về lịch sử, đặc biệt là lịch sử Việt Nam.",Non HS
Một người da trắng không thể hiểu được cuộc sống của người da đen.,Explicit HS
"Anh ta không thể lãnh đạo công ty, anh ta là người gốc Phi.",Explicit HS
Cô ấy không thể chơi bóng đá tốt như tôi.,Implicit HS
Tôi không thích người đồng tính.,Explicit HS
Anh ta quá trẻ để làm việc đó.,Implicit HS
Một người phụ nữ không thể trở thành giám đốc.,Explicit HS
"Tôi thích làm việc với anh ta, anh ta rất sáng tạo.",Non HS
Người châu Á đều học giỏi.,Implicit HS
Một người đồng tính không nên làm giáo viên.,Explicit HS
"Cô ấy không thể lãnh đạo công ty như anh ta, cô ấy là phụ nữ.",Explicit HS
Tôi yêu công việc của tôi.,Non HS
Người ngoại quốc không hiểu văn hóa địa phương.,Implicit HS
Người đồng tính không thể dạy trong trường học.,Explicit HS
"Anh ta quá già, không thể lãnh đạo công ty.",Implicit HS
Bạn gái tôi rất thông minh.,Non HS
Người thiểu số đều sống trong nghèo khổ.,Explicit HS
Một người đàn ông không thể làm việc nhà tốt như phụ nữ.,Implicit HS
Tôi không thích người đồng tính.,Explicit HS
Anh ta có thể lãnh đạo công ty.,Non HS
Người đồng tính quả thật là một nỗi thất vọng lớn cho cha mẹ họ.,Implicit HS
"Các cô gái yếu đuối như vậy, làm gì có người tự lập được cơ chứ?",Implicit HS
"Thằng kia đúng là một con khốn kiếp, luôn làm chuyện xấu hổ cho gia đình.",Explicit HS
"Đúng là đàn ông thì nên mạnh mẽ, đừng như mấy cô gái bây giờ yếu ớt quá.",Implicit HS
"Các bạn hãy tránh xa mấy kẻ vô thần ấy ra, chúng là nguồn gốc của mọi tội lỗi.",Explicit HS
"Trẻ em châu Phi thật đáng thương, cứ nhìn là thấy buồn lòng.",Implicit HS
"Đàn ông Châu Á thật là vô dụng, lúc nào cũng dựa dẫm vào người khác.",Explicit HS
"Người Hồi giáo đều là kẻ khủng bố, không thể tin tưởng họ được.",Explicit HS
"Các phụ nữ chỉ giỏi làm vợ, làm mẹ mà thôi, còn công việc khác thì nên để cho đàn ông làm.",Implicit HS
"Chắc chắn người Do Thái đều tham lam, họ kiếm tiền bằng mọi cách.",Explicit HS
"Học sinh Trung Quốc học hành giỏi giang hơn hẳn, chắc hẳn là nhờ vào áp lực gia đình quá nặng.",Implicit HS
"Người da màu đều có vẻ đẹp riêng, tôi thực sự ngưỡng mộ.",Non HS
"Phụ nữ không chỉ giỏi nấu ăn, họ cũng rất tài ba trong lĩnh vực nghệ thuật.",Non HS
Tôi cảm thấy thật may mắn khi được làm việc cùng những người đồng nghiệp nhiệt huyết này.,Non HS
"Dân lao động chân tay quả là đáng ngưỡng mộ, họ có sức khỏe phi thường.",Implicit HS
Giới truyền thông phương Tây luôn nói xấu về Việt Nam.,Implicit HS
Người da trắng đều tự cao tự đại và coi thường người khác.,Explicit HS
Giới khoa học công nghệ hiện nay do đàn ông nắm giữ phần lớn.,Non HS
Bạn đã từng gặp ai đó làm việc trong ngành công nghệ chưa? Họ toàn là đàn ông!,Implicit HS
"Người H'Mông thật đặc biệt, họ không chỉ biết trồng rau và làm lúa mà còn biết cả làm thủ công.",Non HS
"Không thể chấp nhận nổi, những người đồng tính luôn mang bệnh HIV.",Explicit HS
Các em nhỏ châu Phi xứng đáng nhận được tình yêu thương và giáo dục tốt.,Non HS
"Các quý bà quyền lực đều có đôi bàn tay mềm mại, không biết đến việc lao động chân tay.",Implicit HS
"Các bạn đừng bao giờ tin lời các nhà báo, họ chỉ muốn gây chú ý.",Implicit HS
"Người nghèo thật đáng thương, họ không có gì ngoài những gì mình đang mặc.",Implicit HS
"Người già nên được tôn trọng, vì họ đã từng đóng góp rất nhiều cho xã hội.",Non HS
"Phụ nữ không chỉ giỏi trong việc chăm sóc gia đình, họ cũng biết làm kinh tế gia đình.",Non HS
"Bạn không nên xem thường những người lao động chân tay, họ cũng có tài năng của riêng mình.",Non HS
Người đồng tính cũng có quyền yêu thương và được yêu thương như bất kỳ ai khác.,Non HS
"Người Hoa đều biết cách kinh doanh, họ thật giỏi trong lĩnh vực này.",Explicit HS
"Giáo dục tại Việt Nam cần phải cải thiện, học sinh không được như trước đây nữa.",Implicit HS
"Người da màu đều xinh đẹp, tôi thực sự ngưỡng mộ vẻ đẹp của họ.",Non HS
"Những người đồng tính thực sự đáng xấu hổ, họ sống như thế nào được chứ?",Explicit HS
"Bạn gái của bạn thật là quê mùa, không biết gì ngoài việc làm vợ người ta.",Implicit HS
"Không thể tưởng tượng được có những người phụ nữ lại thích chơi bóng đá, thật là lạ.",Implicit HS
Người H'Mông là dân tộc thiểu số nghèo khổ và thiếu hiểu biết.,Explicit HS
"Thằng kia chỉ giỏi ăn bám bố mẹ, không làm nên trò trống gì.",Explicit HS
Chắc chắn những người già chậm chạp và lạc hậu về công nghệ.,Implicit HS
"Cô ấy mặc váy quá ngắn, chắc chắn cô ấy không phải là người nghiêm túc.",Implicit HS
Người châu Phi đều là kẻ cắp.,Explicit HS
Đàn ông đích thực không bao giờ khóc.,Implicit HS
"Người đàn ông kia thật là vô dụng, suốt ngày chỉ biết đánh đấm.",Implicit HS
Người Lào thật là ngu dốt.,Explicit HS
"Chị em chỉ toàn lo chuyện nhà cửa, bếp núc mà thôi.",Implicit HS
"Cô ấy là người chuyển giới, không phù hợp để làm giáo viên.",Explicit HS
Người Nhật thật là sạch sẽ và gọn gàng.,Non HS
"Người giàu thật là háo sắc, chỉ biết ăn chơi hưởng thụ.",Implicit HS
Các cầu thủ nữ thi đấu tốt hơn tôi nghĩ.,Non HS
Người Hồi giáo là những kẻ khủng bố.,Explicit HS
Người già nên tránh dùng smartphone vì họ dễ bị lừa đảo.,Implicit HS
Học sinh nữ thật là chăm chỉ học hành.,Non HS
Người châu Á đều giỏi toán.,Implicit HS
Người Úc đều thân thiện và cởi mở.,Non HS
Người đàn ông kia chắc chắn đã ngoại tình.,Implicit HS
Người da trắng đều kiêu ngạo và ích kỷ.,Explicit HS
Những người trẻ tuổi hiện đại thực sự sáng tạo và đầy nhiệt huyết.,Non HS
Người khuyết tật không thể tự lo cho bản thân.,Explicit HS
Chị em đều khéo léo với những công việc tay nghề.,Implicit HS
Người Mỹ nói tiếng Anh thật chuẩn.,Non HS
"Người Trung Quốc đều là kẻ ăn cắp, chúng ta không nên tin tưởng họ.",Explicit HS
"Người phụ nữ kia thật xinh đẹp, nhưng có vẻ hơi yếu đuối.",Implicit HS
Người Do Thái đều rất thông minh và thành đạt.,Implicit HS
Người lai giữa hai nền văn hóa có thể thích nghi tốt với môi trường mới.,Non HS
Người đàn ông này thật đáng kính trọng.,Non HS
Người phụ nữ kia chắc chắn là một kẻ lừa đảo.,Implicit HS
Người Ấn Độ rất đa dạng về văn hóa và ẩm thực.,Non HS
Người châu Á đều không thể sáng tạo như người phương Tây.,Implicit HS
"Người đồng tính thật là đáng thương, sống cuộc đời khó khăn.",Explicit HS
Người phụ nữ kia không thể tập trung vào công việc.,Implicit HS
Người dân tộc thiểu số đều sống trong nghèo đói.,Explicit HS
Người đàn ông này chắc chắn sẽ là một nhà lãnh đạo xuất sắc.,Non HS
Người Mỹ gốc Phi đều là tội phạm.,Explicit HS
Người phụ nữ kia làm việc thật xuất sắc.,Non HS
Người Hà Lan đều sống gần biển.,Non HS
Người khuyết tật thật là kém may mắn.,Explicit HS
Người đàn ông này có thể hoàn thành công việc khó khăn này.,Non HS
Người phụ nữ kia chắc chắn là một người mẫu.,Implicit HS
"Bạn gái của thằng kia đúng là một con bò cái, lúc nào cũng chỉ biết ăn và ngủ.",Explicit HS
"Anh ta có vẻ rất thích những món ăn từ thịt chó, chắc hẳn anh ta coi chúng như những người bạn thân thiết của mình.",Implicit HS
Cô ấy là một nghệ sĩ tài năng và rất xinh đẹp.,Non HS
Những người phương Đông luôn giữ cho mình nét đẹp duyên dáng và tinh tế.,Non HS
"Người Do Thái đều giỏi về tiền bạc, tôi nghĩ vậy.",Implicit HS
Bạn thật ngu ngốc khi nói rằng mọi người Trung Quốc đều ăn cẩu thực.,Explicit HS
Chúng ta nên học hỏi từ mọi nền văn hóa khác nhau để mở rộng hiểu biết của mình.,Non HS
"Không ai có thể làm việc tốt bằng phụ nữ, họ quá yếu đuối và dễ bị tác động bởi cảm xúc.",Implicit HS
Đó là một ngôi đền Phật giáo cổ kính và uy nghiêm.,Non HS
"Người đồng tính quả thật không nên có quyền làm cha mẹ, họ không thể tạo ra môi trường sống lành mạnh cho trẻ em.",Explicit HS
Tôi thích đọc sách hơn xem phim vì nó giúp tôi tập trung và suy nghĩ sâu hơn.,Non HS
"Người gốc Phi chỉ giỏi về âm nhạc và thể thao, còn lại họ kém cỏi.",Implicit HS
Ông ấy là một chính trị gia tài ba và đã làm nên lịch sử.,Non HS
"Phụ nữ không nên làm lãnh đạo, họ thiếu quyết đoán và dễ mềm lòng trước khó khăn.",Explicit HS
"Công trình kiến trúc này thật độc đáo và tinh tế, nó phản ánh sự sáng tạo và kỹ thuật vượt bậc của con người.",Non HS
Người da trắng đều có tư tưởng chủng tộc và phân biệt đối xử với những người thiểu số.,Implicit HS
Học sinh lớp 5 đã làm một bài thuyết trình hấp dẫn về thiên văn học.,Non HS
"Bà cụ kia đúng là một con lừa, chỉ biết nói những lời hão huyền và không chịu học hỏi.",Explicit HS
Món bánh mì truyền thống của Pháp thật ngon miệng và đầy hương vị truyền thống.,Non HS
"Người chuyển giới nên sống như những kẻ tội lỗi, họ đang làm biến dạng hình ảnh đẹp đẽ mà Chúa tạo ra.",Explicit HS
Đất nước Ý cổ kính và thơ mộng với những di sản lịch sử vô giá.,Non HS
"Người gốc Á đều xấu xí và thấp bé, không ai muốn họ làm việc ở nơi công cộng.",Explicit HS
Một nhà khoa học đã khám phá ra một loài cây mới ở Amazon.,Non HS
"Trẻ em là tương lai của đất nước, cần được bảo vệ và giáo dục tốt nhất có thể.",Non HS
"Người Hồi giáo đều là những kẻ khủng bố, tôi tin vậy.",Explicit HS
Kỹ sư hàng không đã thành công trong việc thiết kế một chiếc máy bay mới.,Non HS
"Trẻ em gốc Phi đều không thông minh, chỉ biết chơi đùa và gây rắc rối.",Explicit HS
Sách giáo trình mới về toán học này rất hữu ích cho học sinh.,Non HS
Phụ nữ nên ở nhà chăm sóc gia đình chứ không nên ra ngoài làm việc.,Implicit HS
Cơn bão gần đây đã làm thiệt hại lớn cho ngành nông nghiệp địa phương.,Non HS
"Người gốc Á đều là những kẻ giấu mình, tôi không tin ai trong số họ.",Explicit HS
Trái đất luôn thay đổi và tự tái tạo qua thời gian.,Non HS
"Người đàn bà kia chắc hẳn là một kẻ hai mặt, chỉ biết lợi dụng tình cảm người khác.",Implicit HS
"Bạn gái của anh ta thật khủng khiếp, chắc chắn là đàn bà.",Implicit HS
"Không nên cho học sinh lớp 2 đọc những cuốn sách về người đồng tính, họ chưa đủ trưởng thành để hiểu điều đó.",Implicit HS
"Chị em nhà họ thật đáng ghét, toàn làm xấu tên tuổi gia đình.",Explicit HS
Có vẻ như mọi người không thích phụ nữ lái xe hơi.,Implicit HS
"Tôi không tin bất kỳ người Do Thái nào, họ đều gian xảo.",Explicit HS
"Đàn ông không nên khóc, nó làm mất masculinity.",Implicit HS
"Anh ta quá xấu, không bao giờ có thể tìm được vợ.",Explicit HS
"Họ đã thay đổi quy tắc vì lợi ích của người thiểu số, nhưng điều đó tạo bất lợi cho đa số.",Implicit HS
"Cô ta nói chuyện như một con heo, chắc chắn là dân quê.",Explicit HS
"Những người da màu thực sự giỏi trong việc... bạn biết đấy, không phải gì tốt đẹp.",Implicit HS
"Tôi thấy phụ nữ chỉ giỏi chăm sóc gia đình, còn công việc thì nam giới mới làm tốt.",Implicit HS
Ông già này không thể làm gì ngoài việc rên rĩ mỗi khi làm việc nặng.,Explicit HS
"Họ nói rằng phụ nữ không thể chơi bóng đá giỏi như đàn ông, nhưng đừng nhìn vào đội tuyển nữ của Đức.",Non HS
"Một đứa trẻ bị chẩn đoán tự kỷ? Tôi rất tiếc, nhưng tôi nghĩ gia đình họ nên chuẩn bị sẵn tinh thần.",Implicit HS
"Cô ấy đã từng là vũ công thoát y, chắc chắn không thể là giảng viên đại học.",Explicit HS
"Phụ nữ thực sự giỏi trong việc chăm sóc con cái, đúng không?",Implicit HS
"Anh ta đã từng ngồi tù, chắc chắn anh ta là kẻ xấu.",Explicit HS
"Họ nói rằng người Hồi giáo đều ghét Mỹ, nhưng điều đó hoàn toàn sai lầm.",Implicit HS
"Người Trung Quốc mua tất cả hàng hóa, giá cả tăng lên chóng mặt.",Implicit HS
Bạn không thể tin một người không biết viết đúng chính tả.,Explicit HS
Không ai muốn thuê một người da màu làm việc ở cửa hàng tiện lợi.,Explicit HS
"Đàn ông phải mạnh mẽ, không được yếu đuối như đàn bà.",Implicit HS
"Bạn không thể tin vào một người gốc Phi, họ luôn cố gắng lừa dối.",Explicit HS
Phải chăng người Nhật không biết thưởng thức ẩm thực phương Tây?,Implicit HS
"Người đồng tính không thể làm bố mẹ tốt, họ thiếu tình yêu dành cho con cái.",Explicit HS
"Người ta bảo phụ nữ không thể lãnh đạo công ty lớn, nhưng tôi thấy đây là một định kiến sai lầm.",Non HS
Những người sống ở miền núi không thể thích ứng với cuộc sống thành thị.,Explicit HS
"Đàn ông không nên khóc trước mặt phụ nữ, nó làm mất uy tín của họ.",Implicit HS
"Những người gốc Á chỉ giỏi học hành, không bao giờ sáng tạo được gì.",Implicit HS
"Cô ấy đã từng là gái mại dâm, chắc chắn cô ấy không thể làm việc tại một ngân hàng.",Explicit HS
"Phụ nữ không nên ra đường ban đêm, họ dễ bị bắt cóc.",Implicit HS
"Người Bắc Kinh đều giàu có và tinh tế, nhưng người Tứ Xuyên thì khác.",Implicit HS
Chắc chắn một người thiểu số không thể hiểu được cảm giác của đa số.,Explicit HS
"Những người da trắng luôn coi mình là trung tâm của thế giới, không biết điều gì đang diễn ra.",Implicit HS
Người khuyết tật không thể làm những công việc phức tạp.,Explicit HS
"Phụ nữ không nên tham gia quân đội, họ không thể chịu đựng áp lực của chiến tranh.",Implicit HS
"Người đồng tính thật là xấu xa, đáng ghét.",Explicit HS
Sao lại có người ngu đến mức ủng hộ những kẻ cuồng tín vậy?,Implicit HS
Tất cả bọn nữ quyền chỉ muốn làm loạn làng chơi.,Explicit HS
Làm gì có đàn ông chính hiệu nào chấp nhận bị gái chà đạp?,Implicit HS
Có vẻ như anh ta thích làm người mẫu hơn là một vận động viên thực thụ.,Non HS
"Đàn ông nên là trụ cột trong nhà và phụ nữ chỉ cần chăm sóc gia đình, đúng không?",Implicit HS
Chắc chắn cô ta chỉ đến đây để kiếm tiền chứ không hề quan tâm đến việc học hành.,Implicit HS
Đáng buồn thay khi nhìn thấy sự ích kỷ của nhiều người trẻ tuổi ngày nay.,Non HS
Người thiểu số này chắc hẳn không biết gì về luật pháp đất nước mình.,Explicit HS
Sao anh ấy vẫn đi bên cạnh cô ấy khi rõ ràng cô ta chẳng có gì ngoài đôi chân dài?,Implicit HS
Cô gái đó trông đẹp nhưng hành động thì vô cùng tồi tệ.,Implicit HS
Tôi hoàn toàn ủng hộ việc cải cách hệ thống giáo dục.,Non HS
"Một lần nữa, hãy xem người nghèo tự cho mình cái quyền gì!",Explicit HS
Tại sao anh ấy cứ đi bên cô ta? Cô ta không đáng để anh ấy phải chú ý như thế.,Implicit HS
Anh ta dường như luôn coi nhẹ những người làm công việc lao động nặng nhọc.,Implicit HS
Chúng ta cần tăng cường hỗ trợ y tế cộng đồng.,Non HS
Nhìn thấy ai đó ăn mặc như thế kia quả thật khiến tôi cảm thấy khó chịu.,Implicit HS
Những người nước ngoài luôn tạo ra rắc rối.,Explicit HS
Cô gái này đã khiến tôi phải suy nghĩ lại về cách mình nhìn nhận người khác.,Non HS
Họ hàng tôi nói rằng người đồng tính là bệnh hoạn.,Explicit HS
Rõ ràng người kia đang cố gắng chứng minh điều gì đó cho thiên hạ xem.,Implicit HS
Cần phải nâng cao nhận thức về vấn đề bảo vệ môi trường.,Non HS
Hãy để họ sống cuộc đời của mình mà không bị can thiệp.,Non HS
Người Hồi giáo không nên được phép xây dựng đền thờ tại đây.,Explicit HS
"Cô ta đang cố gắng tạo ra một ấn tượng mạnh mẽ, nhưng liệu có thực sự cần thiết không?",Implicit HS
Mỗi cá nhân đều có quyền tự do lựa chọn con đường của mình.,Non HS
Bạn gái của anh ta chắc chắn là người không hiểu biết.,Implicit HS
Người khuyết tật thật đáng thương.,Explicit HS
"Anh ta thật sự giỏi, dù cho anh ta có sở hữu bao nhiêu tiền.",Non HS
Những người ngoại quốc luôn làm hỏng mọi thứ.,Explicit HS
"Cô ấy đang cố gắng trở nên nổi bật, nhưng liệu ai sẽ quan tâm?",Implicit HS
Cần phải tập trung vào việc giảm thiểu tác động tiêu cực của biến đổi khí hậu.,Non HS
Tôi cảm thấy thực sự lo lắng về tình trạng bạo lực đang diễn ra trong cộng đồng của chúng ta.,Non HS
Người gốc Á không bao giờ hiểu được nền văn hóa phương Tây.,Explicit HS
Người phụ nữ này có lẽ chưa từng trải qua khó khăn nào trong cuộc đời.,Implicit HS
Chúng ta cần phải nâng cao nhận thức về bình đẳng giới.,Non HS
Người dân ở đó không xứng đáng với sự giúp đỡ.,Explicit HS
Người đồng tính thật là vô đạo đức và xấu xa.,Explicit HS
Có vẻ như người Trung Quốc không quan tâm đến môi trường sống của họ?,Implicit HS
Tôi nghĩ chúng ta nên xây dựng nhà máy ở đây.,Non HS
Các phụ nữ làm lãnh đạo đều không có đầu óc kinh doanh tốt.,Implicit HS
"Chắc chắn rằng người da màu chỉ biết làm những công việc chân tay, không tài nào trở thành tiến sĩ được.",Explicit HS
Ai bảo phụ nữ không thể lập trình giỏi hơn đàn ông?,Non HS
Mọi người đều nói rằng người Hồi giáo rất hung bạo.,Implicit HS
Người gốc Phi thật đáng thương.,Explicit HS
Cô ấy có vẻ rất thông minh.,Non HS
Đừng nhìn thấy người châu Á là học giỏi.,Implicit HS
Người Mỹ Latinh làm gì cũng thua kém.,Explicit HS
Việc giáo dục của trẻ em là trách nhiệm của mỗi quốc gia.,Non HS
Không ai muốn làm bạn với người da đen cả.,Explicit HS
Nếu bạn không có tiền thì đừng mơ đến những thứ xa xỉ.,Implicit HS
"Đàn ông chỉ biết làm chuyện một chiều, không hiểu gì về tình yêu cả.",Explicit HS
Sự phân biệt giới tính đã trở thành một vấn đề nghiêm trọng.,Non HS
Người nghèo không có quyền lên tiếng.,Explicit HS
Phụ nữ nên biết cách giữ gìn nhan sắc.,Implicit HS
Bạn gái của anh ấy thật sự rất xinh đẹp.,Non HS
Người gốc Á đều giống nhau.,Implicit HS
Người Hồi giáo quá bảo thủ.,Explicit HS
Mỗi con người đều xứng đáng được tôn trọng.,Non HS
Người lao động là những kẻ ăn xin.,Explicit HS
Phải chăng người giàu luôn tự coi mình là quý tộc?,Implicit HS
Họ hàng bên ngoại của tôi rất thân thiện.,Non HS
Tất cả những người gốc Phi đều là tội phạm.,Explicit HS
Người giàu không cần phải lo lắng gì cả.,Implicit HS
Tôi yêu quý tất cả mọi người trong gia đình mình.,Non HS
Phụ nữ chỉ giỏi nấu ăn.,Explicit HS
Người nghèo chỉ quen thói ăn vạ.,Implicit HS
Ông nội của tôi từng là một người lính dũng cảm.,Non HS
Người da trắng không bao giờ thua cuộc.,Explicit HS
Người giàu thường hay khoe mẽ.,Implicit HS
Cô ấy thực sự là một nghệ sĩ xuất sắc.,Non HS
Người đồng tính là những kẻ bệnh hoạn.,Explicit HS
Người nghèo không có gì để mất.,Implicit HS
Bạn bè của tôi rất quan tâm đến tôi.,Non HS
Người Trung Quốc đều là người tham lam.,Explicit HS
Người giàu thường nghĩ rằng thế giới thuộc về họ.,Implicit HS
Chị gái của tôi rất dịu dàng.,Non HS
Phụ nữ không thể trở thành một tổng thống giỏi.,Explicit HS
Người nghèo thường bị bỏ rơi.,Implicit HS
Anh trai tôi rất chăm chỉ.,Non HS
Người gốc Á không có khả năng sáng tạo.,Explicit HS
Người giàu có quyền lực hơn.,Implicit HS
Mẹ tôi rất chăm sóc gia đình.,Non HS
"Tôi chỉ thích sống với những người da trắng, không bao giờ muốn sống cùng với người da màu.",Explicit HS
"Người đồng tính thật nực cười, họ sống như thế nào vậy?",Implicit HS
"Không quan tâm ai sẽ là tổng thống tiếp theo, miễn là không phải phụ nữ.",Explicit HS
"Bạn gái mới của tôi không biết nấu ăn, nhưng cô ấy đẹp như thiên thần.",Implicit HS
"Chắc chắn rồi, ai cũng có quyền tự do lựa chọn tín ngưỡng của mình.",Non HS
"Họ luôn nghĩ rằng họ tốt hơn mọi người, nhưng thực tế thì sao?",Implicit HS
"Tôi không thích ăn thịt chó, cảm thấy nó thật ghê gớm.",Non HS
Tất cả người Hồi giáo đều là khủng bố!,Explicit HS
Có vẻ như phụ nữ không đủ thông minh để trở thành nhà khoa học.,Implicit HS
Tôi đã xem một bộ phim hay về lịch sử Việt Nam.,Non HS
Tại sao người nghèo lại không thể kiếm tiền? Họ dường như vô dụng.,Implicit HS
Chúng ta nên học hỏi từ mọi nền văn hóa và tôn giáo.,Non HS
"Người Trung Quốc mua tất cả, bán hết cho chúng ta.",Implicit HS
"Một số người châu Á luôn làm việc chăm chỉ, nhưng cũng có người lười biếng.",Implicit HS
"Mỗi người đều có giá trị riêng, không phụ thuộc vào sắc tộc của họ.",Non HS
Phụ nữ chỉ giỏi nấu ăn và chăm sóc gia đình.,Implicit HS
"Một nhóm du khách Nhật Bản đã tới thăm chúng tôi hôm nay, họ rất thân thiện.",Non HS
"Người châu Phi chỉ muốn ăn và ngủ, họ không biết làm gì khác.",Explicit HS
Chúng ta cần nhìn nhận những đóng góp của phụ nữ trong xã hội.,Non HS
"Họ luôn phàn nàn, nhưng khi cơ hội tới thì họ lại không biết làm gì.",Implicit HS
Tôi vừa đọc một bài báo thú vị về sự tiến bộ của ngành công nghệ.,Non HS
"Người da màu không đáng được yêu thương, họ chỉ đáng bị khinh rẻ.",Explicit HS
"Mọi người đều có những điểm mạnh và yếu, không phân biệt giới tính.",Non HS
Tại sao người châu Á luôn học giỏi mà không biết tận hưởng cuộc sống?,Implicit HS
Một buổi chiều yên bình ở nông thôn Việt Nam.,Non HS
Phụ nữ chỉ biết ăn mặc đẹp mà không biết chăm lo cho gia đình.,Implicit HS
Cuốn sách mới về văn hóa phương Đông thật thú vị.,Non HS
Người Hồi giáo luôn giấu diếm điều gì đó.,Implicit HS
Một bữa tiệc tuyệt vời với bạn bè và người thân.,Non HS
Người gốc Phi đều thích âm nhạc và vũ đạo.,Implicit HS
Một buổi sáng đẹp trời tại Paris.,Non HS
"Phụ nữ chỉ giỏi nấu ăn mà thôi, còn những việc khác đều thất bại.",Implicit HS
